序,股票,价,涨,持股比,持有市值.亿,近3月,近1年,近2年,近3年,PE,股息,市值,今年来,行业
'315,300454.深信服,'109.39,'+0.40%,3.18%,'12.63,'-0.62%,'+1.78%,'-1.18%,'-2.78%,'141.21,0.06%,'459.68,'+90.70%,软件开发
'316,002727.一心堂,'15.01,0.00%,3.17%,'3.04,'-3.62%,'-1.24%,'-4.78%,'+0.18%,'54.57,2.00%,'87.90,'+17.22%,医药商业
'317,601128.常熟银行,'7.68,'+0.26%,3.17%,'7.74,'-0.02%,'-0.51%,'+0.45%,'-2.98%,'6.49,2.96%,'254.71,'+15.20%,银行
'318,002812.恩捷股份,'30.64,'-0.74%,3.16%,'8.96,'+0.65%,'-0.90%,'-2.97%,'-8.88%,'-,'-,'298.87,'-4.22%,电池
'319,002204.大连重工,'6.55,'+3.31%,3.16%,'3.64,'+1.14%,'+2.23%,'+2.06%,'+1.72%,'32.21,0.79%,'122.45,'+32.61%,工程机械
'320,000915.华特达因,'34.74,'-0.26%,3.15%,'2.61,'-0.11%,'-3.05%,'-0.24%,'+0.55%,'16.05,7.18%,'81.62,'+31.39%,化学制药
'321,300347.泰格医药,'66.00,'-1.34%,3.15%,'12.41,'+0.61%,'+0.14%,'-6.54%,'-10.52%,'88.05,0.45%,'493.66,'+21.53%,医疗服务
'322,600160.巨化股份,'27.56,'+0.73%,3.15%,'24.36,'+0.94%,'+0.49%,'+1.26%,'+0.69%,'30.95,0.83%,'744.05,'+15.26%,化学制品
'323,688041.海光信息,'137.34,'-3.59%,3.15%,'103.32,'+0.37%,'+1.25%,%,%,'152.87,0.12%,'3192.25,'-8.20%,半导体
'324,300628.亿联网络,'34.05,'+0.09%,3.14%,'13.81,'-2.08%,'+1.00%,'+1.00%,'+1.33%,'17.61,5.57%,'430.85,'-8.46%,通信设备
'325,603899.晨光股份,'31.87,'-1.12%,3.13%,'8.35,'+0.50%,'-1.41%,'-4.00%,'-3.39%,'24.72,3.15%,'293.51,'+9.06%,家用轻工
'326,603515.欧普照明,'18.89,'-0.21%,3.13%,'4.20,'+0.19%,'-0.39%,'-0.43%,'+0.26%,'19.22,4.77%,'140.51,'+20.75%,家电行业
'327,600531.豫光金铅,'8.73,'+0.11%,3.13%,'2.64,'+0.57%,'-0.24%,'+1.78%,'+2.16%,'12.00,2.58%,'95.18,'+39.89%,有色金属
'328,002416.爱施德,'12.39,'+0.57%,3.13%,'4.67,'-0.88%,'+0.88%,'+2.24%,'+2.19%,'36.16,4.06%,'152.68,'-20.44%,商业百货
'329,600845.宝信软件,'25.18,'+1.33%,3.11%,'15.85,'-0.68%,'-0.06%,'-2.13%,'-4.73%,'35.71,2.38%,'543.88,'-11.89%,互联网服务
'330,600999.招商证券,'18.09,'+0.44%,3.09%,'40.29,'+0.27%,'+0.97%,'+1.20%,'+1.59%,'14.95,2.64%,'1342.64,'-3.55%,证券
'331,000858.五粮液,'122.16,'+0.17%,3.08%,'142.06,'-0.87%,'-1.71%,'-3.18%,'-1.70%,'14.54,4.71%,'4733.62,'-8.71%,酿酒行业
'332,600895.张江高科,'35.16,'+2.90%,3.07%,'12.22,'+1.14%,'+1.25%,'+2.22%,'+1.53%,'49.30,0.69%,'544.52,'+31.19%,房地产开发
'333,600645.中源协和,'26.98,'-0.66%,3.07%,'3.33,'-0.52%,'-0.44%,'+2.90%,'+3.06%,'114.44,'-,'126.25,'+39.79%,生物制品
'334,300059.东方财富,'23.63,0.00%,3.06%,'112.04,'+0.07%,'-0.17%,'-2.75%,'-5.17%,'37.29,0.25%,'3734.49,'-8.21%,互联网服务
'335,300693.盛弘股份,'33.34,'+0.03%,3.06%,'2.87,'+0.54%,'+2.21%,'+1.80%,%,'24.51,1.50%,'104.25,'+25.64%,电源设备
'336,000921.海信家电,'25.40,'-0.16%,3.05%,'7.25,'-2.23%,'-3.72%,'-2.34%,'-7.22%,'12.95,3.99%,'235.39,'-12.11%,家电行业
'337,601916.浙商银行,'3.44,'-0.58%,3.05%,'22.27,'-0.05%,'+1.04%,'+0.88%,'+1.68%,'6.19,4.53%,'741.13,'+23.45%,银行
'338,601390.中国中铁,'5.68,0.00%,3.04%,'35.07,'+0.94%,'+0.21%,'-0.08%,'-0.14%,'6.19,3.13%,'1166.31,'-8.28%,工程建设
'339,002056.横店东磁,'15.82,'+0.32%,3.04%,'7.00,'-0.08%,'+0.84%,'-0.86%,'+1.31%,'14.30,2.87%,'256.53,'+26.19%,光伏设备
'340,002487.大金重工,'31.40,'-4.33%,3.04%,'6.39,'+1.09%,'+1.44%,'+1.43%,'+2.36%,'33.03,0.24%,'209.31,'+53.65%,风电设备
'341,002241.歌尔股份,'23.03,'-0.17%,3.03%,'24.65,'-0.58%,'-2.65%,'+0.29%,'-6.14%,'33.42,1.29%,'805.49,'-10.15%,消费电子
'342,603019.中科曙光,'68.92,'-0.45%,3.02%,'31.14,'+1.28%,'+1.62%,'+2.46%,'+2.50%,'70.91,0.39%,'1008.38,'-4.29%,计算机设备
'343,601615.明阳智能,'11.01,'-0.81%,3.01%,'7.86,'+0.16%,'-0.86%,'-10.17%,'-12.99%,'145.84,2.76%,'250.09,'-10.42%,风电设备
'344,600905.三峡能源,'4.31,'-0.23%,3.01%,'36.68,'+0.47%,'+0.31%,'+0.91%,'+1.29%,'21.54,1.81%,'1232.13,'-1.37%,电力行业
'345,000400.许继电气,'22.97,'+0.53%,3.00%,'6.66,'-0.25%,'-5.44%,'-7.08%,'+0.33%,'22.40,1.83%,'232.78,'-15.72%,电网设备
'346,300360.炬华科技,'16.03,'+0.25%,2.99%,'2.42,'-0.65%,'+1.47%,'-1.08%,%,'12.58,3.75%,'82.22,'-1.93%,电网设备
'347,688050.爱博医疗,'77.45,'+0.81%,2.99%,'3.98,'-1.47%,'+1.74%,'+2.86%,%,'39.69,0.45%,'149.79,'-14.49%,医疗器械
'348,601360.三六零,'11.01,'+0.46%,2.98%,'21.25,'+0.70%,'+0.93%,'+1.01%,'+1.19%,'-,0.91%,'770.65,'+7.42%,软件开发
'349,301498.乖宝宠物,'92.73,'+0.64%,2.98%,'13.02,'+0.02%,'+2.77%,%,%,'55.77,0.54%,'368.60,'+18.66%,农牧饲渔
'350,603063.禾望电气,'39.21,'-0.25%,2.97%,'4.57,'+1.63%,'+2.37%,'+2.02%,%,'42.16,0.31%,'178.24,'+97.24%,风电设备
'351,603195.公牛集团,'47.60,'-0.38%,2.97%,'25.93,'-0.05%,'+0.83%,'+1.35%,'+0.58%,'22.78,3.60%,'860.89,'-1.95%,家用轻工
'352,600104.上汽集团,'17.53,'-2.23%,2.97%,'55.16,'+0.89%,'+0.18%,'+1.14%,'+0.47%,'-,0.50%,'2029.15,'-15.14%,汽车整车
'353,600551.时代出版,'9.23,'-1.07%,2.96%,'1.79,'-2.33%,'-0.10%,'+2.59%,'+2.96%,'19.83,4.33%,'62.58,'+10.91%,文化传媒
'354,601187.厦门银行,'7.10,0.00%,2.96%,'5.30,'-0.25%,'-0.49%,'+1.35%,'+2.25%,'7.50,4.37%,'187.38,'+28.87%,银行
'355,601669.中国电建,'6.33,'-1.40%,2.96%,'24.80,'+0.73%,'+0.52%,'+1.26%,'+1.32%,'10.22,2.01%,'1090.42,'+18.92%,工程建设
'356,688131.皓元医药,'54.30,'-0.35%,2.96%,'3.03,'+0.15%,'-1.01%,'-1.23%,%,'51.43,0.35%,'115.17,'+52.68%,化学制药
'357,002773.康弘药业,'45.44,'+8.04%,2.96%,'7.90,'-0.58%,'-1.88%,'+2.05%,'+2.15%,'31.99,1.43%,'387.42,'+136.49%,化学制药
'358,000550.江铃汽车,'21.29,'-0.79%,2.95%,'3.12,'-1.29%,'-3.72%,'+0.14%,'+1.89%,'17.11,3.19%,'111.42,'-9.21%,汽车整车
'359,002074.国轩高科,'29.25,'+0.34%,2.94%,'17.24,'-3.05%,'-0.59%,'-0.27%,'-3.36%,'197.46,0.34%,'526.29,'+38.28%,电池
'360,002709.天赐材料,'19.46,'+2.10%,2.94%,'10.21,'+0.17%,'-0.85%,'-2.88%,'-3.25%,'87.88,0.52%,'364.87,'-0.77%,化学制品
'361,601963.重庆银行,'10.33,'-0.48%,2.94%,'6.06,'+0.08%,'+0.67%,'+2.22%,'+2.00%,'7.01,4.01%,'195.81,'+15.95%,银行
'362,600000.浦发银行,'13.79,'+0.29%,2.94%,'123.38,'-0.42%,'-0.24%,'+0.62%,'+0.81%,'9.36,2.97%,'4173.91,'+38.08%,银行
'363,601872.招商轮船,'6.25,'+2.12%,2.93%,'14.79,'-0.59%,'-1.51%,'-1.78%,'+0.94%,'11.19,4.11%,'504.66,'-0.16%,航运港口
'364,000030.富奥股份,'6.22,'+2.13%,2.93%,'2.88,'+0.54%,'+1.44%,'+1.57%,'+2.52%,'16.62,2.46%,'101.82,'+24.33%,汽车零部件
'365,002701.奥瑞金,'5.47,'+0.18%,2.92%,'4.45,'+0.19%,'+0.03%,'+0.34%,'+0.20%,'20.36,2.20%,'139.76,'-1.59%,包装材料
'366,601696.中银证券,'14.56,'-1.36%,2.91%,'8.65,'+0.76%,'+1.08%,'+1.89%,'+1.43%,'43.93,0.35%,'404.48,'+30.47%,证券
'367,300759.康龙化成,'29.44,'-1.24%,2.91%,'10.53,'+1.01%,'+1.10%,'+0.29%,'-3.22%,'43.70,0.67%,'440.19,'+15.49%,医疗服务
'368,601336.新华保险,'68.00,'+0.59%,2.90%,'35.40,'+0.32%,'+1.05%,'+0.35%,'+1.15%,'7.78,2.04%,'1418.10,'+36.82%,保险
'369,002120.韵达股份,'8.02,'-0.99%,2.90%,'5.62,0.00%,'+0.85%,'+1.37%,'+0.44%,'14.99,2.47%,'234.83,'+9.82%,物流行业
'370,601818.光大银行,'4.12,0.00%,2.89%,'55.62,'+0.39%,'+0.52%,'+0.83%,'+1.29%,'5.79,4.59%,'1911.96,'+11.71%,银行
'371,688002.睿创微纳,'70.77,'+8.03%,2.88%,'9.18,'-0.51%,'+0.87%,'-0.89%,'+0.65%,'61.25,0.19%,'323.39,'+50.71%,半导体
'372,600332.白云山,'26.71,'-0.85%,2.88%,'10.66,'+0.67%,'+0.14%,'+0.38%,'-1.57%,'19.76,3.00%,'375.51,'-4.57%,中药
'373,601009.南京银行,'11.98,'+0.17%,2.88%,'40.80,'+0.18%,'+0.68%,'+1.01%,'-0.03%,'7.29,4.09%,'1481.16,'+14.38%,银行
'374,600993.马应龙,'28.82,'-1.74%,2.87%,'3.50,'+0.03%,'+0.20%,'+0.47%,'-0.86%,'24.23,1.39%,'124.23,'+10.38%,中药
'375,300002.神州泰岳,'13.49,'-1.25%,2.87%,'6.65,'-3.04%,'+1.96%,'-2.48%,'+2.15%,'24.74,0.73%,'268.72,'+17.29%,游戏
'376,605286.同力日升,'39.48,'+2.47%,2.84%,'1.89,'-1.16%,'+2.72%,'+1.63%,%,'24.42,0.61%,'66.33,'+31.34%,专用设备
'377,600729.重庆百货,'28.86,'-0.21%,2.83%,'3.72,'+0.54%,'+0.12%,'-0.58%,'-0.43%,'10.36,4.72%,'127.12,'+3.50%,商业百货
'378,300832.新产业,'55.70,'+1.64%,2.83%,'12.62,'+1.41%,'+0.37%,'+0.55%,'+1.26%,'24.77,2.37%,'430.57,'-19.59%,医疗器械
'379,600873.梅花生物,'11.12,'-0.71%,2.82%,'8.61,'+0.57%,'-0.10%,'+1.40%,'+2.81%,'10.70,5.41%,'317.23,'+15.26%,化学制品
'380,688036.传音控股,'85.61,'+1.30%,2.82%,'25.65,'+0.20%,'-2.61%,'+0.39%,'+0.24%,'27.65,3.50%,'976.25,'-8.01%,消费电子
'381,601607.上海医药,'19.12,'-0.57%,2.82%,'14.07,'+0.63%,'+0.03%,'+0.05%,'+0.58%,'17.93,1.93%,'533.31,'-7.55%,医药商业
'382,603218.日月股份,'12.45,0.00%,2.82%,'3.69,'+0.20%,'+2.00%,'-2.51%,'-2.23%,'34.85,2.81%,'128.29,'+6.23%,风电设备
'383,002468.申通快递,'16.10,'-1.11%,2.82%,'4.62,'-1.29%,'+0.38%,'+0.32%,'-0.16%,'23.49,0.41%,'249.21,'+59.88%,物流行业
'384,000415.渤海租赁,'3.48,'-0.85%,2.81%,'5.79,0.00%,'+0.21%,'+0.55%,'+1.10%,'87.86,'-,'217.08,'-7.69%,多元金融
'385,002106.莱宝高科,'10.71,'+0.19%,2.80%,'2.04,'-2.64%,'-7.56%,'-1.76%,'+0.47%,'23.03,0.94%,'75.45,'-0.85%,光学光电子
'386,002293.罗莱生活,'8.66,'+0.58%,2.80%,'2.04,'+1.64%,'+2.50%,'+2.52%,'+0.74%,'17.00,6.96%,'71.82,'+15.84%,纺织服装
'387,605111.新洁能,'32.64,'+0.74%,2.80%,'3.57,'+1.05%,'-0.52%,'+1.69%,'+2.36%,'31.86,0.36%,'135.56,'-3.54%,半导体
'388,300833.浩洋股份,'36.44,'+0.61%,2.80%,'1.18,'-0.32%,'+0.56%,'+2.41%,%,'19.28,3.59%,'45.81,'-14.34%,专用设备
'389,300415.伊之密,'21.70,'+2.17%,2.80%,'2.64,'-0.39%,'-3.18%,'+0.57%,%,'16.41,2.35%,'99.52,'+10.82%,专用设备
'390,300001.特锐德,'22.98,'-0.26%,2.79%,'7.06,'+0.69%,'+0.98%,'+1.32%,'+0.84%,'31.91,0.65%,'243.20,'+5.35%,电网设备
'391,002129.TCL中环,'8.18,'-0.12%,2.78%,'8.65,'-0.08%,'-0.66%,'-2.22%,'-1.93%,'-,3.17%,'331.13,'-7.78%,光伏设备
'392,600456.宝钛股份,'32.62,'+3.56%,2.78%,'4.17,'-0.42%,'+1.31%,'+1.42%,%,'33.86,1.20%,'155.85,'+16.07%,小金属
'393,688676.金盘科技,'44.29,'+5.30%,2.77%,'4.26,'+2.08%,'+1.09%,'+1.64%,%,'37.08,1.14%,'203.42,'+8.62%,电网设备
'394,002958.青农商行,'3.55,'-0.56%,2.77%,'5.57,'+0.08%,0.00%,'+2.19%,'+1.64%,'7.30,3.36%,'198.34,'+20.50%,银行
'395,000601.韶能股份,'5.37,'+1.13%,2.76%,'1.45,'+0.66%,'+0.61%,'+1.63%,'+1.09%,'-,3.77%,'57.38,'+38.47%,电力行业
'396,600893.航发动力,'41.84,'+1.43%,2.76%,'28.31,'+0.58%,'+0.54%,'+0.98%,'+0.98%,'158.18,0.23%,'1115.28,'+1.21%,航天航空
'397,600989.宝丰能源,'15.74,'+0.77%,2.76%,'32.68,'+0.30%,'+0.54%,'+1.27%,'+1.11%,'14.62,1.78%,'1154.27,'-4.05%,化学原料
'398,601788.光大证券,'18.25,'+0.27%,2.76%,'19.36,'+0.75%,'+0.85%,'+1.41%,'+1.42%,'27.98,0.50%,'712.97,'+0.77%,证券
'399,601958.金钼股份,'12.95,'+1.09%,2.76%,'9.73,'+0.26%,'-0.72%,'+1.16%,'+2.60%,'14.10,3.09%,'417.85,'+28.73%,小金属
'400,603369.今世缘,'39.45,'-0.33%,2.75%,'13.36,'-0.14%,'-1.44%,'-1.06%,'-0.46%,'14.08,3.04%,'491.86,'-10.32%,酿酒行业
'401,001301.尚太科技,'52.00,'+2.02%,2.75%,'3.50,'-1.54%,'+2.20%,'+2.32%,%,'14.57,1.57%,'132.95,'-22.96%,非金属材料
'402,002299.圣农发展,'16.68,'-0.24%,2.72%,'4.83,'+1.08%,'+1.44%,'-0.24%,'-5.04%,'22.65,2.39%,'207.90,'+18.43%,农牧饲渔
'403,002714.牧原股份,'46.77,'+1.10%,2.72%,'62.52,'+0.37%,'-0.55%,'-0.13%,'-0.76%,'9.85,3.05%,'2527.08,'+23.33%,农牧饲渔
'404,002230.科大讯飞,'49.04,'+0.16%,2.71%,'30.00,'-0.06%,'-0.07%,'-0.94%,'-1.99%,'282.34,0.20%,'1131.80,'+1.71%,软件开发
'405,601006.大秦铁路,'6.52,'-0.31%,2.68%,'35.69,'+0.66%,'+0.24%,'-1.20%,'-1.45%,'15.35,3.94%,'1313.60,'-1.78%,物流行业
'406,600010.包钢股份,'2.53,'-2.32%,2.68%,'21.74,'+0.71%,'+0.90%,'+1.26%,'+1.10%,'-,0.08%,'1145.80,'+36.18%,钢铁行业
'407,600079.人福医药,'21.86,'-0.32%,2.67%,'9.14,'-0.56%,'+0.06%,'-0.28%,'+0.15%,'29.60,0.69%,'356.80,'-6.50%,化学制药
'408,688271.联影医疗,'129.15,'+0.47%,2.67%,'28.12,'+0.95%,'+0.69%,%,%,'97.77,0.15%,'1064.40,'+2.23%,医疗器械
'409,002966.苏州银行,'8.69,'-0.46%,2.67%,'10.49,'-0.39%,'-0.33%,'+0.76%,'+1.16%,'7.63,4.22%,'390.29,'+9.63%,银行
'410,300383.光环新网,'14.57,'+1.96%,2.66%,'6.84,'-0.03%,'+1.68%,'+1.05%,'+0.20%,'106.24,0.42%,'256.88,'+0.29%,互联网服务
'411,000686.东北证券,'8.32,'+0.60%,2.66%,'4.75,'+0.80%,'+1.67%,'+1.80%,'+1.03%,'18.47,1.45%,'193.56,'+6.48%,证券
'412,600085.同仁堂,'36.68,'-0.68%,2.66%,'13.18,'+0.68%,'+0.80%,'+0.77%,'+2.21%,'33.73,2.73%,'503.06,'-8.38%,中药
'413,600026.中远海能,'10.30,'+1.58%,2.64%,'9.47,'+0.53%,'-0.06%,'-0.59%,'+1.06%,'14.24,4.17%,'357.90,'-9.35%,航运港口
'414,600674.川投能源,'15.55,'-0.19%,2.64%,'20.61,'+0.42%,'-1.14%,'-0.55%,'-0.09%,'16.22,2.57%,'758.00,'-7.57%,电力行业
'415,601868.中国能建,'2.54,'-1.17%,2.64%,'19.09,'+0.53%,'+0.71%,'+0.85%,'+1.15%,'15.58,0.49%,'823.69,'+11.54%,工程建设
'416,300041.回天新材,'10.29,'+0.39%,2.64%,'1.39,'+0.39%,'+1.14%,'+1.02%,%,'93.92,1.46%,'57.34,'+13.72%,化学制品
'417,002292.奥飞娱乐,'9.60,'+1.37%,2.64%,'3.80,'-0.32%,'+2.05%,'+1.57%,'+1.91%,'-,'-,'140.03,'+10.98%,文化传媒
'418,002851.麦格米特,'63.20,'+0.02%,2.63%,'7.22,'-0.90%,'-5.53%,'-8.64%,'-7.21%,'102.78,0.08%,'346.09,'+2.93%,电源设备
'419,000513.丽珠集团,'40.66,'-2.14%,2.63%,'5.72,'-1.99%,'-4.82%,'-3.40%,'-1.59%,'18.71,2.65%,'251.08,'+10.04%,化学制药
'420,688331.荣昌生物,'64.40,'+1.10%,2.63%,'5.66,'+2.02%,'+2.24%,'+2.33%,'+2.09%,'-,'-,'228.64,'+113.88%,生物制品
'421,600795.国电电力,'4.58,0.00%,2.63%,'22.69,'+0.58%,'-0.12%,'+0.22%,'-0.04%,'18.00,4.37%,'816.87,'+2.31%,电力行业
'422,601328.交通银行,'7.72,'-0.64%,2.62%,'111.69,'-0.91%,'-0.72%,'-0.58%,'-0.60%,'7.32,3.61%,'4118.77,'+4.54%,银行
'423,600583.海油工程,'5.60,'+0.54%,2.61%,'6.31,'-0.61%,'-2.34%,'-4.87%,'-1.66%,'13.13,3.59%,'247.60,'+6.32%,采掘行业
'424,600487.亨通光电,'16.20,'+0.37%,2.61%,'9.87,'+0.41%,'+0.55%,'+0.54%,'+0.26%,'14.74,1.42%,'399.61,'-4.50%,通信设备
'425,000999.华润三九,'31.87,'-0.90%,2.61%,'13.64,'-0.24%,'-3.07%,'-2.32%,'-3.05%,'17.85,3.16%,'536.94,'-5.86%,中药
'426,600814.杭州解百,'7.66,'-1.03%,2.60%,'1.49,'-1.45%,'+1.91%,'+2.41%,'+2.53%,'27.96,1.79%,'56.31,'-5.94%,商业百货
'427,601878.浙商证券,'11.47,'+0.09%,2.59%,'12.90,'+0.78%,'+0.83%,'+1.36%,'+1.49%,'25.89,0.44%,'524.61,'-5.88%,证券
'428,000581.威孚高科,'20.57,'+5.81%,2.59%,'3.92,'+0.58%,'-0.92%,'-0.28%,'-0.07%,'13.93,5.98%,'154.43,'+14.01%,汽车零部件
'429,000739.普洛药业,'15.82,'-1.62%,2.58%,'4.18,'-0.15%,'+1.19%,'+0.07%,'-0.10%,'19.59,2.24%,'186.28,'-0.21%,化学制药
'430,000157.中联重科,'7.44,'+1.64%,2.57%,'13.19,'-0.65%,'-3.15%,'-1.43%,'-1.57%,'23.89,4.10%,'519.43,'+6.90%,工程机械
'431,000089.深圳机场,'7.13,'-1.11%,2.56%,'3.62,'+1.40%,'+0.28%,'-0.73%,'-0.42%,'35.22,1.66%,'147.86,'+5.29%,航空机场
'432,601881.中国银河,'17.42,'-0.29%,2.56%,'31.78,'+0.90%,'+0.99%,'+1.77%,'+1.11%,'16.73,1.61%,'1261.80,'+15.68%,证券
'433,600835.上海机电,'27.96,'+3.48%,2.56%,'4.39,'-0.22%,'-5.08%,'-7.90%,'-8.47%,'39.87,1.50%,'225.50,'+57.77%,专用设备
'434,300604.长川科技,'44.46,'+0.95%,2.56%,'7.24,'+1.76%,'+1.83%,'+0.68%,'+1.49%,'49.33,0.23%,'277.66,'+0.97%,半导体
'435,600166.福田汽车,'2.73,0.00%,2.54%,'5.45,'+1.39%,'+1.45%,'+0.84%,'+2.51%,'-,'-,'216.15,'+8.76%,汽车整车
'436,600210.紫江企业,'6.35,0.00%,2.54%,'2.63,'-1.54%,'-0.49%,'+1.45%,'+1.43%,'12.12,4.72%,'96.31,'+0.49%,包装材料
'437,601665.齐鲁银行,'6.24,'-0.32%,2.54%,'8.16,'+0.07%,'+0.10%,'+1.61%,'+2.47%,'6.26,4.06%,'317.45,'+16.75%,银行
'438,601860.紫金银行,'3.01,'-0.66%,2.53%,'2.78,'+0.22%,'+0.31%,'+2.07%,'+2.30%,'6.73,3.32%,'110.20,'+9.42%,银行
'439,601985.中国核电,'9.18,'+0.11%,2.53%,'48.43,'+0.31%,'-0.02%,'+0.83%,'+0.48%,'21.81,1.94%,'1888.14,'-10.45%,电力行业
'440,688122.西部超导,'55.36,'+0.16%,2.51%,'8.46,'-0.24%,'-1.32%,'-2.75%,'+0.12%,'47.22,0.18%,'359.65,'+29.58%,有色金属
'441,600704.物产中大,'5.44,'-0.73%,2.51%,'6.86,'+0.31%,'-0.23%,'-2.59%,'+0.42%,'10.68,3.88%,'281.31,'+11.53%,物流行业
'442,300413.芒果超媒,'22.12,'-0.04%,2.51%,'10.25,'-0.15%,'-0.21%,'-1.25%,'-0.44%,'27.95,0.99%,'413.99,'-16.88%,文化传媒
'443,605098.行动教育,'36.51,'+0.41%,2.50%,'1.07,'-0.36%,'+2.27%,%,%,'18.25,6.14%,'43.54,'+5.71%,教育
'444,300144.宋城演艺,'8.53,'-0.35%,2.50%,'5.60,'+0.96%,'+0.71%,'-0.97%,'-3.22%,'21.96,2.34%,'224.50,'-6.01%,旅游酒店
'445,002422.科伦药业,'37.57,'+0.05%,2.50%,'14.36,'-0.17%,'-3.91%,'-4.67%,'-2.08%,'24.25,2.03%,'600.07,'+27.15%,化学制药
'446,300322.硕贝德,'21.75,'+5.38%,2.48%,'1.71,'+1.98%,'+2.48%,'+2.48%,'+2.48%,'-,'-,'95.11,'+65.90%,消费电子
'447,601225.陕西煤业,'21.43,'+5.62%,2.48%,'46.22,'-0.18%,'-0.96%,'-1.02%,'-3.25%,'10.20,6.29%,'2077.64,'-2.07%,煤炭行业
'448,600557.康缘药业,'17.68,'-0.90%,2.48%,'2.07,'-1.72%,'-1.11%,'+1.69%,'+2.32%,'32.76,'-,'100.10,'+29.81%,中药
'449,601138.工业富联,'34.30,'-2.14%,2.47%,'105.00,'-0.12%,'-1.15%,'-0.17%,'+0.26%,'28.33,1.87%,'6811.80,'+62.66%,消费电子
'450,002008.大族激光,'27.02,'+1.08%,2.46%,'6.18,'-0.37%,'+0.39%,'-7.02%,'-12.94%,'52.71,1.34%,'275.21,'+9.63%,通用设备
'451,300315.掌趣科技,'5.87,'+6.73%,2.44%,'4.01,'-1.01%,'+1.91%,'-0.96%,'+1.69%,'300.00,'-,'148.92,'+6.73%,游戏
'452,002340.格林美,'6.53,'+0.31%,2.44%,'7.95,'+0.39%,'-0.30%,'-0.53%,'-1.07%,'24.57,1.01%,'333.59,'+1.03%,能源金属
'453,002668.TCL智家,'10.48,0.00%,2.44%,'2.58,'-0.79%,'-0.02%,'+1.82%,'+2.44%,'10.64,'-,'113.61,'-20.12%,家电行业
'454,688072.拓荆科技,'166.39,'-0.99%,2.44%,'10.49,'+0.43%,'+1.18%,'+1.57%,%,'211.47,0.16%,'465.44,'+8.48%,半导体
'455,601995.中金公司,'36.53,'+0.36%,2.43%,'25.16,'+0.74%,'+1.23%,'+1.47%,'+1.44%,'27.35,0.74%,'1067.97,'+8.43%,证券
'456,002850.科达利,'116.68,'+2.03%,2.43%,'7.52,'-1.71%,'+0.13%,'-1.80%,'-0.34%,'20.83,1.75%,'312.78,'+21.58%,电池
'457,002532.天山铝业,'9.20,'+0.33%,2.42%,'9.36,'-0.22%,'+0.78%,'+1.17%,'+1.51%,'9.19,4.36%,'426.58,'+19.79%,有色金属
'458,000975.山金国际,'18.79,'+1.40%,2.42%,'12.73,'-0.04%,'-0.91%,'+0.62%,'+0.28%,'21.29,1.97%,'514.53,'+24.56%,贵金属
'459,605599.菜百股份,'15.45,'+1.18%,2.42%,'3.08,'+0.04%,'+0.28%,'+2.07%,%,'16.95,4.66%,'120.17,'+41.55%,珠宝首饰
'460,002003.伟星股份,'10.95,'-0.09%,2.41%,'3.07,'+0.50%,'+1.27%,'+1.53%,'+2.24%,'18.02,4.56%,'128.11,'-20.69%,纺织服装
'461,002739.万达电影,'11.50,'-0.26%,2.41%,'5.82,'+1.10%,'+1.07%,'+0.99%,'+2.00%,'-,'-,'243.49,'-5.27%,文化传媒
'462,002375.亚厦股份,'3.97,0.00%,2.41%,'1.24,'+0.56%,'+1.05%,'+1.49%,'+0.06%,'19.98,1.76%,'53.20,'+4.67%,装修装饰
'463,300724.捷佳伟创,'66.80,'-1.66%,2.41%,'4.56,'+1.50%,'-0.30%,'-1.19%,'-4.61%,'8.91,1.77%,'236.20,'+8.09%,光伏设备
'464,002597.金禾实业,'22.87,0.00%,2.40%,'3.22,'-0.10%,'+0.34%,'+1.12%,'-2.30%,'22.68,3.63%,'129.97,'+3.44%,食品饮料
'465,601618.中国中冶,'3.03,'+0.33%,2.40%,'12.79,'+0.70%,'+0.32%,'-1.81%,'+0.22%,'15.54,1.85%,'540.93,'-6.48%,工程建设
'466,600549.厦门钨业,'23.13,'+1.45%,2.40%,'7.97,'+0.19%,'-0.41%,'-0.13%,'-0.98%,'23.16,1.82%,'367.21,'+22.45%,小金属
'467,002500.山西证券,'6.23,'+0.16%,2.39%,'5.00,'+0.66%,'+1.62%,'+0.69%,'+1.13%,'28.04,1.61%,'223.28,'+0.05%,证券
'468,002073.软控股份,'8.83,'+1.49%,2.38%,'2.16,'+0.24%,'-0.72%,'+1.47%,'+2.38%,'19.51,1.15%,'88.69,'+8.26%,专用设备
'469,000792.盐湖股份,'18.22,'-0.38%,2.37%,'21.44,'+0.52%,'-0.04%,'+0.21%,'+1.57%,'20.73,'-,'967.83,'+10.69%,化肥行业
'470,300244.迪安诊断,'16.06,'-0.56%,2.37%,'2.20,'+0.56%,'-2.66%,'-4.04%,'-8.19%,'-,5.57%,'100.93,'+43.89%,医疗服务
'471,000783.长江证券,'7.42,0.00%,2.36%,'9.04,'+0.59%,'+1.04%,'+0.08%,'+0.75%,'17.16,2.02%,'410.33,'+11.26%,证券
'472,000785.居然智家,'2.94,'-0.34%,2.36%,'4.49,'+1.25%,'+1.95%,'+1.93%,'+2.03%,'25.15,2.12%,'183.70,'-17.65%,商业百货
'473,000997.新大陆,'29.63,'+0.37%,2.36%,'7.90,'+1.11%,'+0.72%,'-4.09%,'+0.15%,'29.14,1.86%,'304.66,'+49.51%,互联网服务
