序,股票,价,涨,北上,现金/市值,资产负债率,现金流.亿,市值.亿,PE.扣非,股息,净利润.亿,今年来,行业
'1,600742.富维股份,'10.35,'-2.36%,3.87%,105.36%,56.54%,'81.03,'76.91,'14.44,3.38%,'5.33,'+21.40%,汽车零部件
'2,600339.中油工程,'3.60,'+1.12%,1.16%,105.10%,77.26%,'211.25,'200.99,'77.42,0.97%,'2.60,'+1.58%,采掘行业
'3,000521.长虹美菱,'7.56,'-1.56%,1.73%,95.47%,76.21%,'74.33,'77.86,'12.00,4.37%,'6.49,'-3.21%,家电行业
'4,000800.一汽解放,'7.15,0.00%,0.77%,75.62%,66.80%,'266.10,'351.87,'-,0.70%,'-12.31,'-12.17%,汽车整车
'5,600662.外服控股,'5.43,'-1.27%,0.61%,69.36%,65.28%,'86.00,'123.99,'27.92,4.42%,'4.44,'+11.69%,专业服务
'6,600827.百联股份,'9.89,'+0.10%,1.30%,68.49%,59.61%,'120.85,'176.45,'185.59,2.68%,'0.95,'-7.11%,商业百货
'7,000404.长虹华意,'7.37,'-1.21%,0.14%,62.47%,64.68%,'32.04,'51.29,'12.18,4.07%,'4.21,'+3.87%,家电行业
'8,002116.中国海诚,'10.31,'-0.48%,0.30%,59.69%,59.82%,'28.68,'48.05,'16.50,3.00%,'2.91,'+6.46%,工程咨询服务
'9,600861.北京人力,'20.40,'-1.54%,1.53%,57.42%,52.43%,'66.32,'115.49,'20.90,3.43%,'5.53,'+9.33%,专业服务
'10,601001.晋控煤业,'13.30,'+0.45%,1.32%,55.06%,26.24%,'122.57,'222.60,'9.88,5.68%,'22.53,'+2.67%,煤炭行业
'11,000550.江铃汽车,'21.67,'+4.69%,2.95%,55.05%,66.02%,'102.97,'187.06,'17.24,3.32%,'10.85,'-4.40%,汽车整车
'12,000913.钱江摩托,'16.81,'-1.06%,2.13%,54.81%,55.80%,'48.52,'88.52,'18.77,4.64%,'4.72,'-4.18%,交运设备
'13,600814.杭州解百,'8.13,'+1.50%,2.60%,54.48%,44.43%,'32.56,'59.76,'31.95,1.69%,'1.87,'-0.17%,商业百货
'14,600512.腾达建设,'2.43,'+2.10%,'-,54.17%,40.98%,'20.98,'38.73,'199.98,0.82%,'0.19,'+3.44%,工程建设
'15,600037.歌华有线,'9.63,'+8.20%,0.74%,53.76%,20.13%,'72.06,'134.03,'-,0.28%,'-0.99,'+29.55%,文化传媒
'16,000910.大亚圣象,'8.08,'+1.13%,'-,52.81%,28.17%,'23.36,'44.23,'52.45,2.35%,'0.84,'+5.30%,装修建材
'17,601919.中远海控,'15.19,'-0.59%,3.50%,52.29%,43.25%,'1230.44,'2352.89,'4.74,10.25%,'496.62,'+4.66%,航运港口
'18,000928.中钢国际,'6.48,'-1.67%,1.47%,50.76%,66.65%,'47.19,'92.96,'11.69,4.61%,'7.95,'+6.52%,工程咨询服务
'19,002483.润邦股份,'6.62,'-1.19%,4.85%,49.32%,58.34%,'28.94,'58.68,'12.87,4.53%,'4.56,'+33.45%,专用设备
'20,600894.广日股份,'10.29,'-0.29%,0.69%,48.96%,39.16%,'42.91,'87.64,'14.30,13.35%,'6.13,'-25.44%,专用设备
'21,688459.哈铁科技,'10.68,'-0.37%,'-,47.99%,15.01%,'24.60,'51.26,'37.24,0.94%,'1.38,'+11.95%,交运设备
'22,600694.大商股份,'19.35,'+1.42%,4.50%,47.54%,47.57%,'31.99,'67.29,'13.22,4.70%,'5.09,'-15.74%,商业百货
'23,688560.明冠新材,'14.42,'+1.62%,'-,47.30%,6.03%,'13.73,'29.03,'-,'-,'-1.29,'+12.74%,光伏设备
'24,600482.中国动力,'23.60,'-1.26%,1.36%,47.18%,54.42%,'250.85,'531.68,'31.67,0.92%,'16.79,'-2.71%,船舶制造
'25,002051.中工国际,'8.66,'+0.12%,0.88%,47.04%,52.55%,'50.41,'107.16,'43.99,1.44%,'2.44,'+7.71%,工程建设
'26,600278.东方创业,'7.83,'-1.63%,0.95%,47.04%,55.23%,'32.31,'68.68,'62.84,2.13%,'1.09,'+13.13%,贸易行业
'27,600916.中国黄金,'8.39,'+2.57%,1.41%,46.17%,45.69%,'65.08,'140.95,'27.08,4.17%,'5.20,'+1.45%,珠宝首饰
'28,688317.之江生物,'26.62,'-2.02%,'-,45.08%,8.81%,'23.06,'51.15,'-,0.41%,'-1.65,'+63.82%,医疗器械
'29,000951.中国重汽,'17.99,'-0.83%,1.12%,44.06%,63.28%,'93.13,'211.36,'15.42,3.87%,'13.71,'+8.42%,汽车整车
'30,002081.金螳螂,'3.50,'-0.85%,1.73%,43.82%,58.40%,'40.73,'92.94,'20.23,2.86%,'4.59,'+0.89%,装修装饰
'31,600676.交运股份,'6.04,'+0.17%,'-,43.16%,27.79%,'26.81,'62.12,'-,'-,'-4.09,'+33.92%,汽车零部件
'32,301102.兆讯传媒,'11.57,'+0.35%,'-,42.41%,29.94%,'19.92,'46.97,'88.56,0.17%,'0.53,'+6.06%,文化传媒
'33,601117.中国化学,'7.75,'-1.40%,4.82%,41.98%,69.55%,'198.68,'473.28,'8.66,2.40%,'54.67,'-4.31%,工程建设
'34,601811.新华文轩,'16.18,'-0.80%,1.57%,41.88%,33.89%,'83.60,'199.64,'11.34,3.71%,'17.61,'+4.84%,文化传媒
'35,600987.航民股份,'7.31,'+1.11%,3.86%,41.68%,32.26%,'31.10,'74.62,'10.71,4.10%,'6.97,'+9.85%,纺织服装
'36,603102.百合股份,'42.50,'-0.54%,'-,41.54%,10.52%,'11.30,'27.20,'22.62,1.76%,'1.20,'+23.15%,食品饮料
'37,000625.长安汽车,'12.46,'-0.88%,1.33%,41.27%,56.66%,'509.83,'1235.30,'42.67,2.37%,'28.95,'-4.57%,汽车整车
'38,600682.南京新百,'8.28,'-0.24%,1.10%,41.15%,26.87%,'45.87,'111.46,'63.77,0.19%,'1.75,'+21.36%,商业百货
'39,600219.南山铝业,'3.99,'-1.72%,6.45%,40.13%,17.44%,'185.96,'463.39,'8.64,4.28%,'53.62,'+4.59%,有色金属
'40,600551.时代出版,'8.94,'-0.45%,2.96%,40.00%,29.40%,'24.25,'60.62,'20.73,4.47%,'2.92,'+7.42%,文化传媒
'41,601006.大秦铁路,'6.17,'-2.22%,2.68%,39.00%,14.61%,'484.74,'1243.08,'17.05,4.17%,'72.90,'-7.05%,物流行业
'42,603909.建发合诚,'10.57,'-2.58%,'-,38.95%,76.18%,'10.73,'27.55,'27.64,1.14%,'1.00,'+16.93%,工程咨询服务
'43,600854.春兰股份,'5.29,'+2.32%,'-,38.14%,6.99%,'10.48,'27.48,'21.80,2.27%,'1.26,'+18.32%,家电行业
'44,600380.健康元,'13.66,'+9.98%,3.74%,38.10%,33.80%,'95.21,'249.90,'18.83,1.46%,'13.27,'+23.21%,化学制药
'45,600741.华域汽车,'19.56,'+2.14%,4.42%,37.79%,65.47%,'233.02,'616.67,'10.58,4.09%,'58.29,'+16.01%,汽车零部件
'46,000923.河钢资源,'15.17,'+3.20%,1.48%,37.76%,24.55%,'37.39,'99.02,'28.58,3.30%,'3.46,'+13.25%,钢铁行业
'47,000822.山东海化,'5.84,0.00%,0.32%,37.61%,41.12%,'19.66,'52.27,'-,'-,'-5.24,'+2.82%,化学原料
'48,601083.锦江航运,'12.16,'-0.08%,0.14%,37.21%,17.99%,'58.55,'157.36,'10.71,3.27%,'14.69,'+31.00%,航运港口
'49,601518.吉林高速,'2.78,'-0.36%,0.03%,36.74%,8.44%,'19.31,'52.56,'10.54,3.09%,'4.99,'+3.20%,铁路公路
'50,600249.两面针,'5.89,'+1.55%,'-,36.57%,19.73%,'11.85,'32.40,'300.00,0.51%,'0.05,'+16.32%,美容护理
'51,002242.九阳股份,'9.71,'-3.77%,0.61%,36.24%,52.43%,'26.85,'74.09,'78.55,1.55%,'0.94,'-4.82%,家电行业
'52,002106.莱宝高科,'11.68,'+1.48%,2.80%,35.44%,37.69%,'29.22,'82.44,'24.22,0.86%,'3.40,'+8.13%,光学光电子
'53,688569.铁科轨道,'22.65,'+0.85%,0.12%,34.87%,14.04%,'16.64,'47.72,'29.38,1.55%,'1.62,'+8.51%,交运设备
'54,600081.东风科技,'13.67,'-0.80%,0.32%,34.79%,43.73%,'26.30,'75.60,'275.13,0.37%,'0.27,'+33.83%,汽车零部件
'55,301039.中集车辆,'9.16,'+0.66%,0.44%,34.70%,35.39%,'59.57,'171.67,'18.82,6.11%,'9.12,'+4.67%,汽车整车
'56,603587.地素时尚,'13.12,'+1.63%,0.10%,34.39%,18.00%,'21.39,'62.20,'31.27,3.83%,'1.99,'+8.23%,纺织服装
'57,600780.通宝能源,'5.87,'-0.34%,0.76%,34.35%,26.13%,'23.12,'67.30,'12.27,3.07%,'5.48,'+4.26%,电力行业
'58,603929.亚翔集成,'42.47,'-0.70%,3.60%,34.12%,61.08%,'30.92,'90.61,'16.20,2.35%,'5.59,'+58.69%,装修装饰
'59,600710.苏美达,'10.31,'-2.55%,4.33%,34.05%,74.28%,'45.87,'134.73,'11.79,3.58%,'11.42,'+15.24%,贸易行业
'60,601399.国机重装,'3.33,'+0.60%,0.60%,33.93%,54.91%,'81.50,'240.21,'64.84,'-,'3.70,'+8.12%,专用设备
'61,000655.金岭矿业,'9.02,'+2.27%,'-,33.72%,13.62%,'18.11,'53.70,'23.69,2.00%,'2.27,'+48.54%,钢铁行业
'62,002563.森马服饰,'5.48,'+0.18%,6.37%,33.59%,34.47%,'49.59,'147.64,'17.59,6.39%,'8.39,'-17.10%,纺织服装
'63,600875.东方电气,'19.87,'+0.46%,3.35%,33.51%,70.96%,'225.74,'673.66,'31.30,2.03%,'21.52,'+27.58%,电源设备
'64,600971.恒源煤电,'6.78,'-0.15%,2.20%,32.58%,38.64%,'26.51,'81.36,'36.37,6.93%,'2.24,'-23.30%,煤炭行业
'65,002763.汇洁股份,'7.14,'+3.33%,'-,32.29%,22.24%,'9.45,'29.27,'57.19,2.10%,'0.51,'+9.91%,纺织服装
'66,603303.得邦照明,'14.58,'-3.64%,1.22%,32.25%,49.22%,'22.43,'69.54,'27.50,5.08%,'2.53,'+31.49%,家电行业
'67,600271.航天信息,'9.11,'-1.30%,1.23%,32.24%,18.17%,'54.42,'168.80,'-,0.04%,'-5.60,'+0.05%,互联网服务
'68,600262.北方股份,'24.40,'+6.18%,'-,32.23%,64.23%,'13.37,'41.48,'22.06,1.30%,'1.88,'+35.15%,专用设备
'69,600104.上汽集团,'19.04,'+1.33%,2.97%,32.15%,61.49%,'703.76,'2188.70,'-,0.47%,'-9.99,'-7.83%,汽车整车
'70,002864.盘龙药业,'30.14,'+1.48%,'-,31.75%,29.46%,'10.17,'32.03,'27.92,1.00%,'1.15,'+0.17%,中药
'71,688739.成大生物,'27.87,'-0.11%,0.46%,31.45%,4.41%,'36.50,'116.06,'53.97,2.87%,'2.15,'+11.40%,生物制品
'72,600223.福瑞达,'8.05,'+0.12%,0.47%,31.13%,19.34%,'25.47,'81.83,'39.41,1.37%,'2.08,'+7.25%,生物制品
'73,000848.承德露露,'8.67,'-0.12%,1.79%,30.55%,23.30%,'27.88,'91.26,'14.64,3.46%,'6.23,'-0.52%,食品饮料
'74,000779.甘咨询,'9.56,'+1.16%,'-,30.36%,26.90%,'13.49,'44.44,'19.00,0.84%,'2.34,'+17.17%,工程咨询服务
'75,300982.苏文电能,'19.34,'+2.00%,'-,29.85%,33.69%,'11.95,'40.03,'-,3.36%,'-0.42,'+4.01%,工程建设
'76,600420.国药现代,'11.24,'+0.27%,0.69%,29.84%,20.32%,'44.99,'150.75,'15.12,2.67%,'9.97,'-4.14%,化学制药
'77,600051.宁波联合,'7.32,0.00%,'-,29.61%,22.74%,'6.74,'22.76,'57.58,1.64%,'0.40,'+13.79%,综合行业
'78,601098.中南传媒,'13.17,'+0.08%,4.78%,29.59%,35.54%,'70.00,'236.53,'13.08,4.18%,'18.08,'-9.28%,文化传媒
'79,600859.王府井,'14.78,'+0.75%,0.63%,29.48%,49.93%,'48.97,'166.12,'300.00,0.54%,'0.03,'-3.53%,商业百货
'80,600167.联美控股,'6.61,'-2.65%,0.83%,29.46%,29.01%,'44.07,'149.57,'21.96,4.86%,'6.81,'+19.38%,公用事业
'81,600312.平高电气,'15.90,'+0.57%,6.12%,29.41%,49.02%,'63.45,'215.75,'19.24,1.82%,'11.22,'-16.43%,电网设备
'82,600612.老凤祥,'47.93,'+1.33%,1.66%,29.17%,37.11%,'73.14,'250.73,'17.95,3.59%,'13.97,'-8.57%,珠宝首饰
'83,000858.五粮液,'128.87,'-0.51%,3.08%,28.84%,25.48%,'1442.54,'5002.23,'15.50,4.46%,'322.83,'-3.70%,酿酒行业
'84,300073.当升科技,'49.01,'+1.72%,0.88%,28.65%,22.34%,'76.43,'266.76,'86.79,0.38%,'3.07,'+22.30%,电池
'85,000809.和展能源,'2.94,'+1.38%,'-,28.29%,15.46%,'6.86,'24.25,'-,'-,'-0.84,'-3.92%,风电设备
'86,601975.招商南油,'2.96,'+1.02%,1.34%,28.25%,12.27%,'40.15,'142.13,'11.77,'-,'12.08,'-5.43%,航运港口
'87,001332.锡装股份,'37.35,'-0.74%,'-,28.23%,27.72%,'11.60,'41.09,'16.87,2.68%,'2.43,'+8.50%,专用设备
'88,600720.中交设计,'7.76,'+0.26%,0.40%,28.20%,49.97%,'50.21,'178.06,'11.45,2.95%,'15.55,'-9.88%,工程咨询服务
'89,601019.山东出版,'8.68,'-5.24%,3.70%,28.04%,32.00%,'50.79,'181.14,'13.66,3.57%,'13.26,'-21.28%,文化传媒
'90,002301.齐心集团,'7.15,'+0.70%,1.43%,28.00%,63.83%,'14.44,'51.57,'109.66,0.98%,'0.47,'+1.45%,家用轻工
'91,301222.浙江恒威,'29.72,'+1.96%,'-,27.99%,7.56%,'8.43,'30.12,'31.39,1.01%,'0.96,'+18.07%,电池
'92,600835.上海机电,'28.88,'-2.92%,2.56%,27.84%,52.11%,'82.24,'295.37,'42.98,1.45%,'6.87,'+62.97%,专用设备
'93,601921.浙版传媒,'8.62,'+0.23%,0.43%,27.80%,36.48%,'53.26,'191.56,'15.65,3.48%,'12.24,'+13.56%,文化传媒
'94,301136.招标股份,'11.95,'+0.08%,'-,27.79%,28.17%,'9.14,'32.89,'-,'-,'-0.29,'+0.93%,工程咨询服务
'95,603116.红蜻蜓,'6.07,'+0.33%,'-,27.47%,25.27%,'9.61,'34.98,'-,4.12%,'-1.37,'+13.89%,纺织服装
'96,603637.镇海股份,'11.94,'+3.02%,'-,27.23%,23.12%,'7.76,'28.50,'40.75,1.68%,'0.70,'+46.23%,工程建设
'97,601999.出版传媒,'7.22,'+3.00%,'-,26.82%,34.76%,'10.67,'39.78,'34.53,0.83%,'1.15,'+16.10%,文化传媒
'98,600688.上海石化,'2.85,'-0.35%,0.98%,26.76%,41.85%,'80.39,'300.46,'-,0.70%,'-1.63,'-4.99%,石油行业
'99,002745.木林森,'9.05,'-0.66%,4.70%,26.76%,44.02%,'35.94,'134.32,'62.27,4.53%,'2.16,'+4.44%,光学光电子
'100,000557.西部创业,'5.43,'+0.37%,0.58%,26.63%,8.84%,'21.09,'79.19,'32.00,0.92%,'2.47,'+5.62%,物流行业
'101,601616.广电电气,'3.78,'+1.89%,'-,26.56%,16.75%,'8.57,'32.27,'68.36,1.85%,'0.47,'-12.39%,电网设备
'102,688657.浩辰软件,'57.86,'-1.18%,'-,26.54%,5.75%,'10.06,'37.91,'65.34,1.21%,'0.58,'+48.26%,软件开发
'103,603766.隆鑫通用,'12.58,'-0.47%,5.19%,26.44%,43.38%,'68.30,'258.34,'16.51,3.18%,'15.65,'+42.24%,交运设备
'104,600229.城市传媒,'6.91,'-0.14%,0.64%,26.29%,24.81%,'12.00,'45.65,'-,1.01%,'-0.11,'+0.11%,文化传媒
'105,301559.中集环科,'18.67,'-0.05%,0.43%,26.27%,12.39%,'29.43,'112.02,'48.89,2.36%,'2.29,'+24.72%,通用设备
'106,603257.中国瑞林,'60.48,'+10.00%,'-,26.26%,53.91%,'19.06,'72.58,'45.18,0.83%,'1.61,'+197.67%,工程咨询服务
'107,002756.永兴材料,'35.08,'-0.20%,1.00%,26.22%,9.84%,'49.58,'189.12,'30.68,2.85%,'6.16,'-5.52%,钢铁行业
'108,601179.中国西电,'6.56,0.00%,2.21%,26.14%,46.47%,'87.89,'336.26,'29.64,1.27%,'11.34,'-12.96%,电网设备
'109,000915.华特达因,'33.47,'+0.54%,3.15%,26.10%,11.27%,'20.47,'78.43,'15.54,7.47%,'5.05,'+26.59%,化学制药
'110,601156.东航物流,'15.58,'+0.52%,1.07%,25.86%,31.15%,'63.95,'247.34,'9.89,1.85%,'25.00,'-5.56%,物流行业
'111,688338.赛科希德,'27.03,'+0.15%,'-,25.86%,5.24%,'7.42,'28.69,'30.37,1.22%,'0.94,'+13.23%,医疗器械
'112,000400.许继电气,'23.27,'-0.21%,3.00%,25.65%,50.48%,'60.80,'237.06,'22.18,1.80%,'10.69,'-14.62%,电网设备
'113,002363.隆基机械,'7.96,'-0.87%,'-,25.65%,31.49%,'8.51,'33.18,'77.01,1.39%,'0.43,'+22.10%,汽车零部件
'114,000813.德展健康,'4.18,'+10.00%,0.49%,25.52%,4.97%,'22.37,'87.66,'-,'-,'-0.77,'+33.55%,化学制药
'115,301525.儒竞科技,'89.26,'-4.00%,0.27%,25.40%,19.22%,'21.38,'84.18,'58.49,0.62%,'1.44,'+50.48%,通用设备
'116,600609.金杯汽车,'5.02,'-1.95%,5.78%,25.36%,54.28%,'16.61,'65.49,'29.63,'-,'2.21,'-30.28%,汽车零部件
'117,601568.北元集团,'4.12,'-1.67%,0.51%,25.35%,18.72%,'41.48,'163.66,'83.15,2.43%,'1.97,'+0.47%,化学原料
'118,688767.博拓生物,'41.16,'+5.00%,'-,25.22%,5.17%,'15.50,'61.47,'109.73,2.60%,'0.56,'+81.08%,医疗器械
'119,688717.艾罗能源,'68.10,'-0.45%,0.47%,25.21%,32.32%,'27.47,'108.96,'60.29,1.38%,'1.81,'+45.79%,光伏设备
'120,688358.祥生医疗,'31.30,'-0.06%,'-,25.05%,16.89%,'8.79,'35.09,'30.09,3.19%,'1.17,'+32.48%,医疗器械
'121,300171.东富龙,'14.56,'+0.83%,0.96%,25.04%,39.36%,'27.92,'111.50,'271.16,0.52%,'0.41,'+10.34%,医疗器械
'122,301185.鸥玛软件,'20.36,'-0.15%,'-,24.78%,3.78%,'7.74,'31.24,'47.36,1.47%,'0.66,'+21.12%,软件开发
'123,300778.新城市,'14.28,'-6.05%,'-,24.76%,14.51%,'7.20,'29.08,'-,'-,'-1.05,'+27.96%,工程咨询服务
'124,001213.中铁特货,'4.24,0.00%,0.33%,24.72%,7.87%,'46.58,'188.44,'36.55,1.44%,'5.16,'+3.21%,物流行业
'125,688137.近岸蛋白,'43.98,'+2.83%,'-,24.66%,5.30%,'7.61,'30.86,'-,1.14%,'-0.75,'+32.47%,生物制品
'126,002255.海陆重工,'8.61,'-0.69%,0.73%,24.55%,36.87%,'17.56,'71.54,'16.75,'-,'4.27,'+54.86%,电源设备
'127,688570.天玛智控,'20.53,0.00%,0.03%,24.36%,24.76%,'21.65,'88.89,'46.48,1.61%,'1.91,'+8.68%,软件开发
'128,688571.杭华股份,'8.34,'-0.12%,'-,24.34%,20.38%,'8.53,'35.04,'30.71,2.40%,'1.14,'+27.65%,化学制品
'129,603711.香飘飘,'13.57,'+0.37%,0.25%,24.17%,25.83%,'13.54,'56.03,'37.47,1.84%,'1.50,'-15.77%,食品饮料
'130,002697.红旗连锁,'6.02,'+1.18%,4.06%,24.16%,43.49%,'19.78,'81.87,'16.46,1.91%,'4.98,'+4.00%,商业百货
'131,688623.双元科技,'68.14,'+0.55%,'-,23.97%,19.49%,'9.66,'40.30,'79.18,1.96%,'0.51,'+26.64%,专用设备
'132,688420.美腾科技,'25.89,'-0.27%,'-,23.85%,23.28%,'5.46,'22.89,'300.00,0.58%,'0.03,'+19.61%,专用设备
'133,600511.国药股份,'29.71,'+0.37%,0.91%,23.78%,44.41%,'53.31,'224.16,'11.65,2.69%,'19.25,'-10.77%,医药商业
'134,002489.浙江永强,'3.79,'+0.27%,4.27%,23.72%,34.39%,'19.50,'82.21,'38.34,1.06%,'2.14,'+18.20%,家用轻工
'135,600722.金牛化工,'7.26,'+0.97%,'-,23.53%,7.49%,'11.62,'49.39,'109.23,'-,'0.45,'+55.13%,化学原料
'136,000636.风华高科,'15.26,'-0.39%,0.85%,23.39%,25.31%,'41.29,'176.56,'59.35,0.98%,'2.97,'+7.50%,电子元件
'137,603687.大胜达,'7.70,'-1.03%,'-,23.09%,19.89%,'9.78,'42.35,'46.12,0.76%,'0.92,'+6.48%,包装材料
'138,688289.圣湘生物,'21.35,'+0.90%,0.52%,23.02%,22.76%,'28.47,'123.70,'57.01,2.47%,'2.17,'-4.65%,医疗器械
'139,603258.电魂网络,'21.81,'-2.72%,0.36%,22.98%,12.29%,'12.23,'53.22,'-,1.07%,'-0.51,'+9.65%,游戏
'140,300078.思创医惠,'3.63,'+0.55%,'-,22.92%,74.53%,'9.30,'40.58,'-,'-,'-2.80,'+19.41%,互联网服务
'141,600004.白云机场,'9.95,'-0.60%,1.40%,22.91%,30.54%,'53.95,'235.49,'22.58,1.58%,'10.43,'+5.43%,航空机场
'142,688015.交控科技,'23.93,'+8.72%,'-,22.83%,55.22%,'10.31,'45.15,'55.06,0.96%,'0.82,'+22.07%,交运设备
'143,301329.信音电子,'21.20,'+0.52%,'-,22.73%,16.22%,'8.20,'36.08,'56.83,1.89%,'0.63,'+2.11%,电子元件
'144,605259.绿田机械,'27.30,'+2.82%,'-,21.92%,34.80%,'10.32,'47.09,'19.52,2.20%,'2.41,'+85.64%,通用设备
'145,300271.华宇软件,'8.56,'-0.12%,0.46%,21.91%,17.37%,'15.23,'69.50,'-,'-,'-4.36,'+21.94%,互联网服务
'146,603373.安邦护卫,'53.93,'-5.68%,'-,21.87%,24.07%,'12.68,'57.99,'46.36,0.93%,'1.25,'+82.76%,专业服务
'147,688581.安杰思,'75.30,'-0.78%,0.57%,21.84%,8.29%,'13.32,'60.98,'23.08,1.82%,'2.64,'+28.87%,医疗器械
'148,603100.川仪股份,'20.74,'-0.48%,0.68%,21.83%,43.36%,'23.24,'106.44,'17.84,2.77%,'5.97,'-1.07%,仪器仪表
'149,601065.江盐集团,'8.47,'+0.12%,0.07%,21.80%,20.97%,'11.87,'54.44,'17.81,2.60%,'3.06,'-0.81%,化学原料
'150,301042.安联锐视,'38.82,'-1.77%,'-,21.80%,11.77%,'5.90,'27.07,'81.01,2.58%,'0.33,'+7.86%,计算机设备
'151,300873.海晨股份,'23.00,'+1.14%,'-,21.79%,31.27%,'11.56,'53.04,'23.47,1.74%,'2.26,'+38.26%,物流行业
'152,000957.中通客车,'11.54,'+0.17%,1.63%,21.76%,66.79%,'14.89,'68.42,'23.64,0.69%,'2.89,'+5.63%,汽车整车
'153,600807.济高发展,'3.16,'+1.61%,'-,21.75%,86.04%,'6.08,'27.95,'-,'-,'-1.84,'-9.71%,医疗器械
'154,001331.胜通能源,'12.04,'+2.38%,'-,21.66%,10.69%,'7.36,'33.98,'-,0.49%,'-0.31,'+53.10%,物流行业
'155,002328.新朋股份,'6.46,'+1.09%,'-,21.64%,32.83%,'10.79,'49.86,'51.58,2.20%,'0.97,'+7.59%,汽车零部件
'156,600983.惠而浦,'10.87,'-1.18%,0.16%,21.61%,52.12%,'18.00,'83.31,'22.90,2.67%,'3.64,'+20.98%,家电行业
'157,688576.西山科技,'68.85,'+1.58%,'-,21.61%,7.71%,'6.77,'31.33,'53.29,1.45%,'0.59,'+12.85%,医疗器械
'158,301265.华新环保,'11.61,'+0.96%,'-,21.55%,10.51%,'7.58,'35.18,'57.13,0.34%,'0.62,'+30.00%,环保行业
'159,002401.中远海科,'18.58,'+0.87%,0.23%,21.30%,41.25%,'14.71,'69.06,'300.00,0.70%,'0.14,'+17.79%,互联网服务
'160,600628.新世界,'7.88,'+1.68%,0.22%,21.29%,24.84%,'10.85,'50.97,'148.61,0.51%,'0.34,'-3.03%,商业百货
'161,600158.中体产业,'9.13,'+2.70%,0.48%,21.08%,40.37%,'18.47,'87.60,'300.00,0.22%,'0.18,'+10.65%,文化传媒
'162,688065.凯赛生物,'53.75,'+1.36%,0.49%,20.97%,11.53%,'81.29,'387.69,'74.35,0.74%,'5.21,'+39.69%,化学制品
'163,600557.康缘药业,'17.37,'+1.58%,2.48%,20.96%,28.97%,'20.61,'98.34,'37.47,'-,'2.62,'+27.53%,中药
'164,600398.海澜之家,'6.92,'-0.72%,1.80%,20.71%,46.10%,'68.82,'332.35,'16.04,5.92%,'20.73,'-5.45%,纺织服装
'165,003012.东鹏控股,'7.37,'+2.65%,2.02%,20.65%,34.11%,'17.61,'85.27,'28.34,3.39%,'3.01,'+16.20%,装修建材
'166,301598.博科测试,'63.88,'-0.87%,'-,20.65%,50.16%,'7.77,'37.62,'35.15,2.04%,'1.07,'-3.99%,专用设备
