序,股票,价,涨,持股比,持有市值.亿,近3月,近1年,近2年,近3年,PE,股息,市值,今年来,行业
'470,300244.迪安诊断,'18.07,'-0.44%,2.37%,'2.20,'+0.56%,'-2.66%,'-4.04%,'-8.19%,'-,4.98%,'112.93,'+61.90%,医疗服务
'471,000783.长江证券,'8.41,'-1.64%,2.36%,'9.04,'+0.59%,'+1.04%,'+0.08%,'+0.75%,'16.89,1.78%,'465.08,'+26.10%,证券
'472,000785.居然智家,'3.09,'+2.32%,2.36%,'4.49,'+1.25%,'+1.95%,'+1.93%,'+2.03%,'33.19,2.03%,'192.42,'-13.45%,商业百货
'473,000997.新大陆,'29.42,'+2.15%,2.36%,'7.90,'+1.11%,'+0.72%,'-4.09%,'+0.15%,'29.59,1.87%,'303.63,'+48.45%,互联网服务
'474,688388.嘉元科技,'28.15,'-6.42%,2.35%,'2.01,'+1.80%,'+1.00%,'+1.33%,'+1.39%,'-,0.05%,'119.99,'+91.11%,电池
'475,600535.天士力,'16.51,'-0.06%,2.35%,'5.51,'+0.50%,'-0.22%,'-0.36%,'+2.24%,'26.21,3.21%,'246.65,'+15.72%,中药
'476,600970.中材国际,'9.14,'-0.87%,2.35%,'5.32,'+0.09%,'-1.50%,'-0.02%,'+0.96%,'9.43,4.92%,'241.29,'+1.36%,工程建设
'477,601021.春秋航空,'52.38,'-1.82%,2.32%,'12.64,'+0.05%,'-0.28%,'+0.74%,'+1.68%,'25.02,1.57%,'512.45,'-7.79%,航空机场
'478,600017.日照港,'3.19,'-0.62%,2.31%,'2.20,'-0.23%,'+1.45%,'+1.95%,'+2.26%,'19.35,2.70%,'98.11,'+2.44%,航运港口
'479,688578.艾力斯,'116.98,'+2.61%,2.31%,'9.66,'-0.54%,'-0.90%,'+1.87%,%,'32.51,0.56%,'526.41,'+96.09%,化学制药
'480,000938.紫光股份,'29.09,'+4.26%,2.31%,'15.87,'+0.32%,'-1.21%,'-1.63%,'+0.45%,'49.51,0.26%,'832.00,'+4.86%,互联网服务
'481,002215.诺普信,'12.29,'-1.13%,2.31%,'2.40,'+1.55%,'+1.57%,'+1.43%,'+2.24%,'18.76,2.85%,'123.54,'+12.82%,农药兽药
'482,300394.天孚通信,'222.16,'+11.90%,2.31%,'14.35,'+0.58%,'-0.78%,'+0.10%,'+1.15%,'112.14,0.32%,'1727.11,'+242.33%,通信设备
'483,300896.爱美客,'196.90,'+1.50%,2.31%,'12.20,'-0.36%,'+0.02%,'-1.50%,'+0.15%,'39.60,1.93%,'595.80,'+10.29%,美容护理
'484,000901.航天科技,'19.15,'-3.62%,2.30%,'2.28,'+0.38%,'+1.45%,'+0.57%,'+0.88%,'-,'-,'152.86,'+74.57%,汽车零部件
'485,688396.华润微,'52.33,'-0.13%,2.30%,'14.38,'+1.13%,'+1.18%,'+0.99%,'+1.20%,'109.85,0.11%,'694.70,'+11.03%,半导体
'486,002657.中科金财,'45.65,'+0.35%,2.30%,'2.18,'+0.82%,'+1.76%,'+2.06%,'+2.30%,'-,'-,'155.23,'+149.18%,互联网服务
'487,300033.同花顺,'397.41,'-3.81%,2.29%,'33.57,'-0.34%,'-0.60%,'+0.27%,'-0.33%,'112.16,0.75%,'2136.48,'+39.64%,软件开发
'488,002985.北摩高科,'29.70,'-0.67%,2.29%,'2.30,'+1.71%,'+1.27%,'-1.42%,'-1.05%,'300.00,0.92%,'98.56,'+26.48%,航天航空
'489,002967.广电计量,'21.00,'-1.32%,2.28%,'2.34,'-0.27%,'+1.57%,'+0.02%,'+0.86%,'36.46,1.90%,'122.48,'+31.13%,专业服务
'490,002550.千红制药,'10.64,'+2.80%,2.28%,'2.45,'-0.94%,'+0.54%,'+2.08%,'+2.24%,'47.24,1.13%,'136.17,'+74.51%,化学制药
'491,300433.蓝思科技,'32.34,'+3.95%,2.28%,'25.37,'-0.30%,0.00%,'-0.96%,'+0.35%,'47.97,1.24%,'1611.43,'+50.39%,消费电子
'492,002738.中矿资源,'41.99,'+1.35%,2.27%,'5.28,'+0.10%,'-0.75%,'+0.23%,'-0.73%,'183.43,1.19%,'302.95,'+20.02%,能源金属
'493,000963.华东医药,'45.45,'+2.60%,2.27%,'16.08,'-0.36%,'-0.21%,'-1.00%,'-0.49%,'22.85,2.05%,'797.23,'+33.09%,化学制药
'494,688484.南芯科技,'49.47,'+1.02%,2.26%,'3.80,'+0.45%,'+1.90%,%,%,'109.87,0.61%,'210.60,'+37.96%,半导体
'495,002315.焦点科技,'52.66,'+3.11%,2.26%,'3.27,'+0.68%,'-1.86%,'+0.63%,'+2.26%,'33.87,2.09%,'167.06,'+28.30%,互联网服务
'496,002707.众信旅游,'8.38,'+1.09%,2.25%,'1.72,'-3.94%,'+1.92%,'+1.85%,'+2.23%,'112.04,'-,'82.35,'+13.40%,旅游酒店
'497,002758.浙农股份,'9.76,'+2.63%,2.25%,'1.05,'+0.52%,'+2.15%,'+1.94%,%,'14.74,3.07%,'50.89,'+15.25%,综合行业
'498,000050.深天马Ａ,'10.06,'-1.28%,2.24%,'4.68,'-0.23%,'-0.13%,'+0.13%,'+0.68%,'-,'-,'247.25,'+11.41%,光学光电子
'499,600779.水井坊,'47.01,'-0.06%,2.24%,'4.66,'+0.04%,'-0.70%,'-1.55%,'-2.40%,'20.25,2.06%,'229.18,'-10.15%,酿酒行业
'500,601111.中国国航,'7.48,'-0.93%,2.23%,'22.02,'+0.28%,'+0.72%,'+1.06%,'+1.12%,'-,'-,'934.46,'-5.44%,航空机场
