序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
478	7130	中庚小盘价值	9月1日	2.7108	2.7108	0.57%	-0.12%	8.05%	15.23%	18.32%	46.88%	22.05%	24.31%	19.31%	171.08%	50.68%	--
479	8107	华商医药医疗	9月1日	1.2895	1.2895	4.33%	1.38%	5.58%	28.68%	38.31%	46.72%	31.84%	23.66%	47.54%	28.95%	47.91%	0.15%
480	15773	招商移动互联	9月1日	1.6103	1.6103	1.51%	1.70%	31.19%	40.42%	14.91%	46.71%	22.28%	8.16%	21.52%	34.40%	51.30%	0.00%
481	14932	摩根医疗健康	9月1日	1.7063	1.7063	4.41%	4.62%	5.75%	18.75%	32.44%	46.63%	23.01%	-5.65%	40.12%	-22.06%	47.96%	0.00%
482	14188	华夏量化优选	9月1日	1.0169	1.0169	0.93%	2.01%	12.40%	20.80%	20.33%	46.57%	25.85%	9.98%	22.71%	1.69%	49.79%	0.00%
483	20276	银河新材料股	9月1日	1.3228	1.3228	-0.22%	0.54%	15.96%	33.16%	26.92%	46.55%	---	---	27.72%	32.28%	50.46%	0.15%
484	15172	摩根安全战略	9月1日	1.4899	1.4899	2.53%	8.27%	26.27%	46.31%	51.34%	46.50%	30.96%	-7.92%	46.77%	-12.15%	47.56%	0.00%
485	540008	汇丰晋信低碳	9月1日	2.6453	2.7453	1.33%	3.78%	12.97%	29.53%	12.86%	46.44%	-6.64%	-32.22%	19.23%	188.47%	51.59%	0.15%
486	5037	银华新能源新	9月1日	1.2843	1.5473	1.05%	3.31%	15.24%	27.80%	20.23%	46.31%	9.51%	-24.25%	23.27%	50.83%	49.25%	0.15%
487	11926	大成消费精选	9月1日	0.8542	0.8542	1.08%	0.06%	6.82%	8.69%	23.53%	46.27%	23.24%	-0.13%	26.27%	-14.58%	47.63%	0.00%
488	13050	兴业能源革新	9月1日	0.8924	0.8924	1.57%	3.94%	18.83%	29.75%	17.39%	46.20%	17.21%	3.00%	23.00%	-10.76%	49.23%	0.00%
489	524	摩根民生需求	9月1日	2.4476	2.8866	2.76%	9.05%	24.29%	39.16%	37.37%	46.14%	22.04%	-0.71%	37.75%	206.05%	46.99%	0.15%
490	19561	富国致航量化	9月1日	1.2362	1.2362	0.82%	1.37%	9.73%	18.82%	20.16%	46.14%	---	---	21.20%	23.62%	48.17%	0.15%
491	8934	大成科技消费	9月1日	0.9726	0.9726	2.44%	2.40%	16.15%	37.16%	17.39%	45.93%	10.45%	5.95%	38.82%	-2.60%	47.72%	0.15%
492	13511	汇丰晋信低碳	9月1日	2.5944	2.5944	1.33%	3.77%	12.93%	29.37%	12.58%	45.72%	-7.56%	-33.22%	18.84%	-46.03%	50.85%	0.00%
493	5038	银华新能源新	9月1日	1.2409	1.4999	1.05%	3.30%	15.20%	27.66%	19.99%	45.71%	8.63%	-25.15%	22.93%	45.91%	48.66%	0.00%
494	20277	银河新材料股	9月1日	1.318	1.318	-0.23%	0.52%	15.90%	32.96%	26.54%	45.65%	---	---	27.22%	31.80%	49.55%	0.00%
495	1938	中欧时代先锋	9月1日	1.7077	3.0325	2.74%	5.92%	20.77%	37.83%	32.41%	45.32%	31.06%	13.01%	36.34%	304.40%	48.82%	0.15%
496	5628	汇安趋势动力	9月1日	1.4101	1.4101	3.43%	11.52%	33.07%	43.93%	22.92%	45.31%	10.04%	-4.67%	27.87%	41.01%	52.34%	0.15%
497	10998	博道消费智航	9月1日	0.9406	0.9406	0.51%	-0.30%	5.20%	13.37%	22.55%	45.29%	17.46%	17.85%	22.73%	-5.94%	47.80%	0.15%
498	1717	工银前沿医疗	9月1日	3.684	3.684	4.63%	1.57%	6.57%	19.46%	36.95%	45.27%	19.11%	11.77%	40.02%	268.40%	46.36%	0.15%
499	17099	摩根民生需求	9月1日	2.4061	2.4061	2.75%	9.04%	24.23%	38.94%	36.94%	45.27%	20.59%	---	37.19%	4.43%	46.12%	0.00%
500	19562	富国致航量化	9月1日	1.2233	1.2233	0.81%	1.36%	9.67%	18.63%	19.80%	45.25%	---	---	20.71%	22.33%	47.30%	0.00%
501	340006	兴全全球视野	9月1日	2.8123	5.5583	0.88%	3.56%	16.27%	29.51%	24.56%	45.24%	17.78%	4.65%	29.05%	959.78%	47.97%	0.15%
502	761	国富健康优质	9月1日	1.7037	1.7037	1.43%	-0.81%	5.99%	11.83%	16.51%	45.23%	16.66%	10.21%	25.51%	70.37%	46.85%	0.15%
503	10141	朱雀企业优选	9月1日	1.0813	1.0813	1.63%	0.88%	9.69%	16.28%	11.75%	45.04%	12.30%	-2.09%	23.30%	8.13%	47.86%	0.15%
504	5161	华商上游产业	9月1日	3.1636	3.1636	3.65%	5.02%	18.84%	33.77%	41.08%	44.97%	40.50%	41.29%	38.88%	216.36%	46.78%	0.15%
505	9017	银华港股通精	9月1日	1.143	1.143	0.50%	-2.01%	7.12%	21.80%	22.56%	44.92%	28.17%	18.90%	31.82%	14.30%	46.93%	0.15%
506	8537	兴银研究精选	9月1日	1.0231	1.0231	0.32%	0.29%	9.57%	19.53%	14.86%	44.89%	18.80%	0.27%	17.42%	2.31%	47.04%	0.15%
507	8935	大成科技消费	9月1日	0.9334	0.9334	2.43%	2.38%	16.07%	36.86%	16.91%	44.76%	8.69%	3.42%	38.08%	-6.53%	46.53%	0.00%
508	5629	汇安趋势动力	9月1日	1.3555	1.3555	3.43%	11.52%	33.01%	43.76%	22.59%	44.57%	8.95%	-6.09%	27.43%	35.55%	51.59%	0.00%
509	18695	博道消费智航	9月1日	0.9299	0.9299	0.52%	-0.30%	5.17%	13.24%	22.24%	44.53%	16.22%	---	22.31%	14.20%	47.02%	0.00%
510	10685	工银前沿医疗	9月1日	3.582	3.582	4.61%	1.56%	6.51%	19.28%	36.51%	44.44%	17.67%	9.78%	39.49%	9.21%	45.49%	0.00%
511	6106	景顺长城量化	9月1日	1.2022	1.2022	1.71%	-0.64%	5.58%	13.38%	16.27%	44.30%	42.22%	43.17%	27.12%	20.22%	45.70%	0.15%
512	592	建信改革红利	9月1日	4.68	4.68	3.22%	9.65%	19.88%	32.95%	21.43%	44.27%	16.91%	-15.43%	26.15%	368.00%	47.59%	0.15%
513	15904	广发新能源精	9月1日	0.9776	0.9776	1.76%	2.79%	17.18%	27.18%	16.15%	44.23%	30.98%	---	21.94%	-2.24%	45.98%	0.15%
514	8538	兴银研究精选	9月1日	0.9952	0.9952	0.32%	0.29%	9.53%	19.39%	14.58%	44.17%	17.64%	-1.21%	17.04%	-0.48%	46.33%	0.00%
515	4241	中欧时代先锋	9月1日	1.6118	2.702	2.73%	5.91%	20.69%	37.55%	31.88%	44.16%	28.99%	10.33%	35.63%	187.01%	47.64%	0.00%
516	18023	华商上游产业	9月1日	3.1171	3.1171	3.65%	5.01%	18.78%	33.57%	40.66%	44.10%	38.83%	---	38.32%	27.95%	45.90%	0.00%
517	10680	华夏新兴成长	9月1日	0.8887	0.8887	1.05%	1.90%	17.65%	23.93%	16.81%	44.04%	28.07%	6.88%	22.29%	-11.13%	47.62%	0.15%
518	10495	创金合信创新	9月1日	0.9245	0.9245	1.34%	3.55%	23.22%	46.49%	35.16%	43.98%	15.23%	17.56%	33.19%	-7.55%	46.89%	0.15%
519	10142	朱雀企业优选	9月1日	1.0394	1.0394	1.62%	0.86%	9.61%	16.04%	11.30%	43.88%	10.50%	-4.41%	22.64%	3.94%	46.68%	0.00%
520	16269	建信改革红利	9月1日	4.624	4.624	3.21%	9.65%	19.85%	32.84%	21.17%	43.74%	15.98%	-16.41%	25.82%	-19.74%	47.03%	0.00%
521	6981	中金新医药股	9月1日	1.7731	1.7731	2.75%	1.59%	8.12%	20.21%	32.93%	43.73%	20.23%	12.34%	35.14%	77.31%	45.34%	0.15%
522	19765	国寿安保优选	9月1日	1.3635	1.3635	1.34%	1.87%	15.05%	28.97%	22.89%	43.72%	---	---	20.24%	36.35%	47.41%	0.12%
523	9805	国泰医药健康	9月1日	0.8771	0.8771	2.10%	-0.66%	3.31%	13.31%	18.77%	43.69%	12.93%	10.01%	23.47%	-12.29%	49.29%	0.15%
524	10341	招商产业精选	9月1日	1.2696	1.2696	0.54%	-1.05%	8.05%	14.91%	15.77%	43.68%	64.65%	68.49%	21.89%	26.96%	46.98%	0.15%
525	10128	宝盈发展新动	9月1日	1.2241	1.2241	-1.41%	-2.59%	7.35%	13.01%	23.53%	43.59%	30.89%	4.88%	32.44%	22.41%	43.71%	0.15%
526	1208	诺安低碳经济	9月1日	2.198	2.826	1.06%	1.71%	13.71%	23.14%	21.04%	43.56%	31.56%	40.76%	24.04%	204.03%	46.48%	0.15%
527	6604	嘉实消费精选	9月1日	1.7016	1.7016	-0.18%	-0.81%	9.28%	3.55%	22.54%	43.53%	-0.28%	-9.50%	20.14%	70.16%	45.49%	0.15%
528	11326	国泰医药健康	9月1日	0.8634	0.8634	2.09%	-0.67%	3.27%	13.20%	18.55%	43.49%	12.32%	8.97%	23.15%	-13.75%	49.07%	0.00%
529	15905	广发新能源精	9月1日	0.9617	0.9617	1.77%	2.78%	17.12%	26.99%	15.78%	43.39%	29.43%	---	21.47%	-3.83%	45.14%	0.00%
530	11349	淳厚现代服务	9月1日	1.281	1.281	2.57%	1.04%	12.14%	16.23%	14.65%	43.30%	36.49%	37.73%	22.64%	28.10%	44.70%	--
531	8618	永赢医药健康	9月1日	1.2129	1.2129	3.09%	-2.21%	2.61%	45.26%	32.89%	43.17%	26.41%	19.80%	31.72%	21.29%	45.17%	0.15%
532	7005	中金新医药股	9月1日	1.7227	1.7227	2.74%	1.57%	8.07%	20.08%	32.66%	43.15%	19.26%	10.99%	34.79%	72.27%	44.75%	0.00%
533	4851	广发医疗保健	9月1日	2.1821	2.1821	4.10%	0.38%	3.65%	16.27%	31.92%	43.13%	23.90%	-3.68%	35.00%	118.21%	45.32%	0.15%
534	960	招商医药健康	9月1日	2.119	2.119	2.57%	0.00%	2.62%	25.31%	27.42%	43.08%	17.07%	-6.28%	35.40%	111.90%	45.74%	0.15%
535	19766	国寿安保优选	9月1日	1.3515	1.3515	1.33%	1.85%	15.00%	28.80%	22.57%	43.02%	---	---	19.84%	35.15%	46.68%	0.00%
536	12930	中庚价值先锋	9月1日	1.0939	1.0939	0.40%	-1.64%	7.22%	12.48%	12.15%	43.01%	8.08%	18.00%	15.49%	9.39%	46.56%	--
537	10681	华夏新兴成长	9月1日	0.8603	0.8603	1.06%	1.90%	17.59%	23.71%	16.41%	43.00%	26.27%	4.66%	21.73%	-13.97%	46.58%	0.00%
538	8619	永赢医药健康	9月1日	1.2002	1.2002	3.10%	-2.21%	2.60%	45.20%	32.77%	42.90%	25.91%	19.10%	31.56%	20.02%	44.90%	0.00%
539	1223	鹏华文化传媒	9月1日	1.48	1.48	-0.13%	-0.60%	16.63%	28.70%	14.11%	42.86%	15.62%	24.37%	23.44%	48.00%	46.97%	0.15%
540	6605	嘉实消费精选	9月1日	1.6457	1.6457	-0.18%	-0.82%	9.24%	3.42%	22.28%	42.84%	-1.25%	-10.84%	19.77%	64.57%	44.79%	0.00%
541	10496	创金合信创新	9月1日	0.8906	0.8906	1.33%	3.53%	23.13%	46.19%	34.61%	42.84%	13.41%	14.77%	32.49%	-10.94%	45.71%	0.00%
542	10349	诺安低碳经济	9月1日	2.158	2.778	1.08%	1.70%	13.64%	22.96%	20.69%	42.83%	30.23%	38.64%	23.67%	77.25%	45.78%	0.00%
543	1576	国泰智能装备	9月1日	2.279	2.381	0.35%	2.11%	16.10%	24.47%	7.40%	42.71%	-0.78%	-14.32%	24.95%	137.33%	45.44%	0.15%
544	9163	广发医疗保健	9月1日	2.1355	2.1355	4.10%	0.37%	3.61%	16.15%	31.65%	42.56%	22.91%	-4.83%	34.64%	15.42%	44.74%	0.00%
545	11350	淳厚现代服务	9月1日	1.2501	1.2501	2.57%	1.03%	12.09%	16.05%	14.30%	42.40%	34.83%	35.23%	22.15%	25.01%	43.79%	0.00%
546	5970	国泰消费优选	9月1日	2.2988	2.2988	-0.20%	0.21%	8.28%	4.09%	16.41%	42.32%	36.30%	61.55%	17.77%	129.88%	45.00%	0.15%
547	10342	招商产业精选	9月1日	1.2204	1.2204	0.53%	-1.07%	7.98%	14.67%	15.30%	42.30%	61.75%	64.19%	21.24%	22.04%	45.56%	0.00%
548	320022	诺安研究精选	9月1日	2.168	3.767	0.88%	0.65%	14.11%	25.39%	19.71%	42.26%	14.59%	3.39%	25.83%	276.66%	45.21%	0.15%
549	10129	宝盈发展新动	9月1日	1.1887	1.1887	-1.41%	-2.61%	7.30%	12.87%	23.22%	42.21%	28.98%	2.84%	31.33%	18.87%	42.33%	0.00%
550	11322	国泰智能装备	9月1日	2.238	2.339	0.36%	2.10%	16.08%	24.40%	7.18%	42.19%	-1.54%	-15.32%	24.68%	-13.30%	44.95%	0.00%
551	18971	富国致弘量化	9月1日	1.2212	1.2212	1.26%	2.05%	11.10%	21.46%	23.17%	41.80%	---	---	22.88%	22.12%	43.74%	0.15%
552	162107	金鹰先进制造	9月1日	0.7903	0.7903	-0.40%	-0.37%	10.27%	26.00%	26.31%	41.76%	7.29%	-11.19%	18.61%	27.50%	45.73%	0.15%
553	82	嘉实研究阿尔	9月1日	2.064	2.899	0.98%	2.13%	12.66%	23.59%	21.91%	41.66%	22.49%	15.82%	21.91%	303.32%	43.43%	0.15%
554	5983	摩根核心精选	9月1日	1.4325	1.4325	2.45%	8.72%	27.67%	50.43%	36.62%	41.64%	9.18%	-34.95%	37.77%	43.25%	43.47%	0.15%
555	19079	国富招瑞优选	9月1日	1.4014	1.4014	1.11%	2.95%	12.13%	21.00%	22.66%	41.50%	---	---	29.69%	40.14%	43.84%	0.15%
556	2229	华夏经济转型	9月1日	2.21	2.374	1.19%	2.08%	19.20%	27.89%	19.07%	41.30%	21.50%	-1.03%	22.37%	153.29%	44.92%	0.15%
557	9265	易方达消费精	9月1日	1.0357	1.0357	1.65%	0.49%	12.36%	12.97%	17.16%	41.26%	15.46%	9.59%	23.87%	3.57%	43.99%	0.15%
558	13479	金鹰先进制造	9月1日	0.7788	0.7788	-0.41%	-0.38%	10.23%	25.88%	26.04%	41.16%	6.44%	-12.25%	18.29%	-26.26%	45.14%	0.00%
559	12244	广发金融地产	9月1日	0.8967	0.8967	-0.72%	-3.53%	2.88%	12.20%	18.03%	41.15%	13.95%	9.65%	21.03%	-10.33%	41.73%	0.15%
560	1719	工银国家战略	9月1日	2.042	2.042	0.79%	2.77%	13.44%	13.51%	14.91%	41.12%	-14.24%	-12.21%	17.97%	104.20%	45.13%	0.15%
561	10420	民生加银成长	9月1日	0.8189	0.8189	1.19%	1.07%	11.40%	14.64%	12.81%	41.04%	12.89%	8.91%	17.98%	-18.11%	42.77%	0.15%
562	2121	广发沪港深新	9月1日	2.0282	2.1132	2.27%	1.47%	14.45%	23.99%	25.41%	41.02%	52.27%	54.02%	34.89%	117.09%	42.48%	0.15%
563	19080	国富招瑞优选	9月1日	1.3929	1.3929	1.11%	2.94%	12.09%	20.87%	22.42%	41.00%	---	---	29.34%	39.29%	43.33%	0.00%
564	18972	富国致弘量化	9月1日	1.2065	1.2065	1.24%	2.02%	11.03%	21.26%	22.77%	40.93%	---	---	22.38%	20.65%	42.87%	0.00%
565	19306	嘉实研究阿尔	9月1日	2.046	2.046	0.94%	2.10%	12.60%	23.40%	21.57%	40.91%	---	---	21.50%	23.18%	42.68%	0.00%
566	15145	同泰新能源1	9月1日	1.0036	1.0036	0.73%	1.12%	12.75%	20.18%	9.60%	40.86%	16.96%	---	24.01%	0.36%	42.15%	0.15%
567	14937	摩根核心精选	9月1日	1.4024	1.4024	2.44%	8.70%	27.61%	50.18%	36.21%	40.77%	7.88%	-36.11%	37.21%	-44.61%	42.61%	0.00%
568	19941	富国洞见价值	9月1日	1.399	1.399	1.19%	3.10%	13.39%	30.85%	14.24%	40.73%	---	---	28.96%	39.90%	43.25%	0.15%
569	8177	建信高股息主	9月1日	1.1726	1.8491	2.81%	5.43%	16.10%	26.66%	28.35%	40.65%	30.13%	-4.36%	26.15%	84.53%	42.53%	0.15%
570	1705	泓德战略转型	9月1日	1.4307	2.3307	0.90%	2.11%	11.61%	17.31%	15.76%	40.61%	14.40%	2.42%	18.86%	143.81%	43.39%	0.15%
571	12245	广发金融地产	9月1日	0.8818	0.8818	-0.72%	-3.53%	2.86%	12.10%	17.79%	40.57%	13.04%	8.34%	20.71%	-11.82%	41.16%	0.00%
572	5802	汇添富智能制	9月1日	1.5047	1.5047	1.29%	4.36%	16.47%	22.04%	20.68%	40.30%	22.46%	-14.53%	27.61%	50.47%	41.73%	0.15%
573	15146	同泰新能源1	9月1日	0.992	0.992	0.73%	1.11%	12.71%	20.05%	9.38%	40.29%	16.04%	---	23.68%	-0.80%	41.59%	0.00%
574	540006	汇丰晋信大盘	9月1日	4.9122	4.9722	-0.11%	1.06%	10.89%	19.72%	16.51%	40.24%	28.07%	15.35%	21.43%	420.42%	42.56%	0.15%
575	13899	摩根全景优势	9月1日	0.9099	0.9099	1.97%	5.91%	18.12%	27.44%	20.53%	40.14%	30.64%	-0.18%	28.61%	-9.01%	41.88%	0.15%
576	1245	工银生态环境	9月1日	2.159	2.159	1.22%	3.95%	19.41%	24.44%	15.83%	40.01%	21.43%	-8.40%	22.81%	115.90%	42.51%	0.15%
577	1186	富国文体健康	9月1日	2.891	2.891	-0.38%	0.31%	9.30%	17.52%	22.24%	40.00%	27.13%	48.18%	20.61%	189.10%	42.13%	0.15%
578	9874	九泰久睿量化	9月1日	0.7541	0.7541	3.30%	1.58%	8.77%	21.43%	25.47%	39.91%	4.55%	-13.39%	21.65%	-24.59%	41.54%	0.15%
579	1097	华泰柏瑞积极	9月1日	1.294	1.294	-0.38%	-1.22%	4.78%	12.23%	16.89%	39.89%	26.86%	21.39%	18.72%	29.40%	42.20%	0.15%
580	10024	广发沪港深新	9月1日	1.9804	1.9804	2.27%	1.46%	14.41%	23.86%	25.15%	39.85%	50.37%	51.55%	34.51%	13.17%	41.30%	0.00%
581	1714	工银文体产业	9月1日	3.433	3.622	0.85%	0.76%	10.03%	9.89%	9.79%	39.78%	23.71%	13.15%	17.73%	288.02%	41.80%	0.15%
582	19243	汇丰晋信大盘	9月1日	4.875	4.875	-0.11%	1.04%	10.84%	19.58%	16.26%	39.65%	---	---	21.09%	28.20%	41.96%	0.00%
583	160133	南方天元新产	9月1日	3.8992	3.8992	1.25%	2.14%	11.63%	21.00%	18.52%	39.57%	19.02%	8.70%	21.15%	289.92%	41.98%	0.15%
584	19942	富国洞见价值	9月1日	1.3815	1.3815	1.18%	3.09%	13.33%	30.64%	13.89%	39.53%	---	---	28.49%	38.15%	42.03%	0.00%
585	4995	广发品牌消费	9月1日	1.5062	1.5062	-0.19%	-1.05%	14.06%	11.64%	21.75%	39.49%	0.90%	-1.91%	24.44%	50.62%	41.68%	0.15%
586	5612	嘉实核心优势	9月1日	1.7534	1.7534	2.28%	0.71%	7.94%	16.88%	17.49%	39.48%	27.27%	23.98%	21.80%	75.34%	41.43%	0.15%
587	8134	鹏华优选价值	9月1日	1.5868	1.7033	0.27%	-1.39%	6.69%	10.24%	17.25%	39.46%	37.20%	56.44%	20.13%	75.57%	41.22%	0.15%
588	15196	汇添富智能制	9月1日	1.4726	1.4726	1.28%	4.34%	16.41%	21.85%	20.31%	39.45%	20.99%	-16.06%	27.11%	-10.81%	40.88%	0.00%
589	13900	摩根全景优势	9月1日	0.8934	0.8934	1.95%	5.89%	18.07%	27.26%	20.21%	39.42%	29.33%	-1.67%	28.18%	-10.66%	41.18%	0.00%
590	1764	广发沪港深新	9月1日	1.254	1.391	1.79%	2.70%	14.63%	11.96%	22.10%	39.33%	23.91%	12.26%	26.54%	40.03%	40.27%	0.15%
591	15002	工银生态环境	9月1日	2.122	2.122	1.24%	3.92%	19.35%	24.31%	15.51%	39.33%	20.23%	-9.78%	22.38%	-6.64%	41.75%	0.00%
592	11125	富国文体健康	9月1日	2.813	2.813	-0.39%	0.32%	9.24%	17.36%	21.88%	39.19%	25.64%	45.60%	20.21%	29.51%	41.29%	0.00%
593	9899	上银内需增长	9月1日	0.9471	0.9471	2.85%	3.42%	15.08%	19.54%	23.45%	39.16%	16.05%	16.47%	21.35%	-5.29%	40.33%	0.15%
594	16283	华泰柏瑞积极	9月1日	1.271	1.271	-0.31%	-1.17%	4.78%	12.08%	16.50%	39.06%	25.47%	19.34%	18.34%	16.29%	41.38%	0.00%
595	803	工银研究精选	9月1日	3.769	3.769	0.40%	2.45%	13.87%	26.52%	17.09%	39.03%	27.12%	25.13%	18.30%	276.90%	43.14%	0.15%
596	1416	嘉实事件驱动	9月1日	0.98	0.98	2.83%	11.87%	28.95%	43.27%	40.40%	39.01%	15.57%	-8.41%	40.20%	-2.00%	40.00%	0.15%
597	10687	工银文体产业	9月1日	3.338	3.338	0.85%	0.75%	9.98%	9.69%	9.44%	38.97%	22.23%	11.12%	17.25%	7.61%	40.96%	0.00%
598	3624	创金合信资源	9月1日	3.1668	3.1668	4.36%	6.44%	21.00%	35.27%	41.94%	38.97%	40.29%	26.04%	41.04%	216.68%	40.34%	0.15%
599	10245	广发品牌消费	9月1日	1.4781	1.4781	-0.20%	-1.06%	14.02%	11.53%	21.51%	38.93%	0.09%	-3.08%	24.11%	-15.24%	41.12%	0.00%
600	17132	中银新能源产	9月1日	1.1438	1.1438	0.02%	1.32%	12.87%	13.25%	5.69%	38.91%	14.21%	---	20.24%	14.38%	40.50%	0.15%
601	1042	华夏领先股票	9月1日	0.611	0.611	1.16%	-0.65%	16.16%	28.09%	29.18%	38.86%	-9.75%	-24.57%	29.72%	-38.90%	41.76%	0.15%
602	11793	建信智能汽车	9月1日	0.8726	0.8726	0.06%	1.52%	12.78%	13.27%	7.37%	38.82%	10.62%	-5.18%	15.56%	-12.74%	41.38%	0.15%
603	16399	九泰久睿量化	9月1日	0.736	0.736	3.30%	1.57%	8.70%	21.17%	24.96%	38.79%	2.85%	-15.45%	20.99%	-17.45%	40.40%	0.00%
604	14052	银华港股通精	9月1日	1.0757	1.0757	0.50%	-2.02%	7.09%	21.67%	22.34%	38.71%	22.36%	12.20%	31.49%	-13.48%	40.65%	0.00%
605	577	安信价值精选	9月1日	4.2493	4.2493	1.64%	3.54%	14.17%	20.00%	15.31%	38.69%	7.33%	-4.32%	20.71%	324.93%	41.75%	0.15%
606	20258	鹏华优选价值	9月1日	1.477	1.477	0.26%	-1.40%	6.64%	10.08%	16.89%	38.58%	---	---	19.65%	47.70%	40.35%	0.00%
607	7470	博道叁佰智航	9月1日	1.6115	1.7845	-0.07%	0.17%	8.51%	17.35%	19.06%	38.52%	28.78%	16.67%	17.98%	83.17%	40.28%	0.12%
608	7590	华宝绿色领先	9月1日	1.3858	1.3858	0.36%	1.20%	13.54%	21.81%	13.44%	38.47%	12.15%	-9.53%	14.19%	38.58%	41.09%	0.15%
609	17133	中银新能源产	9月1日	1.1308	1.1308	0.02%	1.31%	12.83%	13.14%	5.52%	38.43%	13.27%	---	19.95%	13.08%	40.00%	0.00%
610	5328	前海开源价值	9月1日	0.8452	0.8452	0.44%	4.06%	19.24%	28.70%	30.73%	38.35%	4.73%	-22.49%	20.31%	-15.48%	41.36%	0.15%
611	15754	上银内需增长	9月1日	0.9286	0.9286	2.85%	3.41%	15.01%	19.34%	23.07%	38.29%	14.66%	14.37%	20.86%	14.51%	39.47%	0.00%
612	3625	创金合信资源	9月1日	3.0273	3.0273	4.36%	6.43%	20.95%	35.10%	41.58%	38.28%	38.89%	24.16%	40.58%	202.73%	39.64%	0.00%
613	5669	前海开源公用	9月1日	3.1479	3.1479	0.28%	0.81%	12.43%	24.55%	20.40%	38.25%	28.90%	3.86%	26.34%	214.79%	39.29%	0.15%
614	7137	鹏扬元合量化	9月1日	1.3936	1.6676	1.01%	2.11%	12.14%	21.21%	22.12%	38.14%	31.46%	4.22%	20.77%	71.52%	39.51%	0.15%
615	7471	博道叁佰智航	9月1日	1.5688	1.7418	-0.08%	0.16%	8.47%	17.22%	18.82%	37.96%	27.74%	15.28%	17.66%	78.66%	39.71%	0.00%
616	17726	鑫元成长驱动	9月1日	0.9497	0.9497	0.73%	1.33%	12.27%	25.74%	12.93%	37.96%	2.02%	---	19.32%	-5.03%	40.45%	0.12%
617	7965	民生加银品质	9月1日	0.9518	0.9518	1.67%	0.49%	5.45%	12.16%	21.96%	37.88%	4.86%	-10.57%	25.75%	-4.82%	40.90%	0.15%
618	1685	汇添富沪港深	9月1日	1.198	1.198	3.19%	1.78%	9.21%	15.64%	12.70%	37.86%	10.31%	0.59%	29.09%	19.80%	39.30%	0.15%
619	6138	国联安价值优	9月1日	2.2031	2.2031	1.07%	-0.33%	8.28%	16.04%	15.10%	37.76%	13.92%	21.32%	14.82%	120.31%	40.01%	0.15%
620	7966	民生加银品质	9月1日	0.9341	0.9341	1.67%	0.47%	5.42%	12.04%	22.04%	37.69%	4.31%	-11.40%	25.75%	-6.59%	40.72%	0.00%
621	793	工银高端制造	9月1日	1.795	1.795	1.01%	2.16%	14.70%	20.63%	13.32%	37.55%	18.87%	5.09%	18.25%	79.50%	40.78%	0.15%
622	17727	鑫元成长驱动	9月1日	0.9406	0.9406	0.73%	1.33%	12.23%	25.60%	12.69%	37.39%	1.18%	---	19.00%	-5.94%	39.87%	0.00%
623	5237	银华医疗健康	9月1日	1.3876	1.3876	3.49%	2.60%	7.14%	17.08%	25.16%	37.26%	10.21%	2.00%	26.80%	38.76%	39.05%	0.15%
624	1718	工银物流产业	9月1日	4.477	4.477	-0.62%	0.43%	9.95%	16.56%	16.65%	37.04%	34.04%	37.42%	17.02%	347.70%	38.99%	0.15%
625	7138	鹏扬元合量化	9月1日	1.3087	1.5707	1.00%	2.09%	12.07%	20.96%	21.63%	37.02%	29.36%	1.75%	20.12%	60.93%	38.38%	0.00%
626	8166	工银消费股票	9月1日	1.3247	1.3247	0.55%	0.78%	6.92%	2.61%	7.93%	37.02%	12.67%	10.16%	15.70%	32.47%	39.66%	0.15%
627	1171	工银养老产业	9月1日	1.725	1.725	3.85%	2.31%	9.04%	19.13%	25.82%	37.01%	14.01%	3.73%	29.41%	72.50%	38.33%	0.15%
628	4686	华夏研究精选	9月1日	1.6706	1.6706	1.31%	1.86%	11.83%	21.55%	20.28%	36.86%	19.39%	13.75%	18.85%	67.06%	39.12%	0.15%
629	5238	银华医疗健康	9月1日	1.3492	1.3492	3.50%	2.59%	7.10%	16.97%	24.90%	36.71%	9.33%	0.79%	26.47%	34.92%	38.51%	0.00%
630	1409	工银互联网加	9月1日	0.579	0.579	0.70%	3.95%	16.73%	28.95%	19.38%	36.56%	10.92%	-4.14%	21.64%	-42.10%	38.19%	0.15%
631	4812	中欧先进制造	9月1日	2.5767	2.5767	1.23%	3.90%	18.87%	25.82%	15.87%	36.55%	17.18%	-18.66%	23.35%	157.67%	38.47%	0.15%
632	746	招商行业精选	9月1日	5.119	5.119	1.19%	1.05%	12.28%	15.74%	20.56%	36.54%	64.12%	65.61%	19.10%	411.90%	38.76%	0.15%
633	12126	宏利新能源股	9月1日	1.049	1.049	0.52%	1.93%	12.75%	20.00%	8.85%	36.54%	3.50%	-28.20%	21.64%	4.90%	37.84%	0.15%
634	7388	摩根研究驱动	9月1日	1.149	1.149	1.23%	4.09%	16.15%	24.82%	24.00%	36.48%	21.43%	8.14%	23.75%	14.90%	36.83%	0.15%
635	15001	工银物流产业	9月1日	4.426	4.426	-0.63%	0.41%	9.88%	16.41%	16.35%	36.39%	32.71%	35.39%	16.63%	18.63%	38.31%	0.00%
