序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
159	519771	交银优择回报	9月1日	3.0613	3.1363	3.64%	15.08%	50.56%	103.98%	100.71%	121.51%	116.96%	116.19%	114.98%	228.47%	121.67%	0.00%
160	720001	财通价值动量	9月1日	7.008	7.479	3.93%	14.03%	49.94%	115.37%	75.20%	121.21%	110.64%	42.21%	53.01%	828.52%	128.87%	0.15%
161	714	诺安稳健回报	9月1日	1.847	2.015	0.54%	-0.59%	18.25%	42.08%	28.98%	120.67%	88.09%	36.71%	66.10%	109.21%	128.87%	0.08%
162	2052	诺安稳健回报	9月1日	1.789	1.957	0.51%	-0.61%	18.24%	41.98%	28.98%	120.59%	87.53%	35.84%	66.11%	57.97%	128.77%	0.00%
163	21523	财通价值动量	9月1日	1.827	1.827	3.92%	14.04%	49.88%	115.19%	74.83%	120.39%	---	---	52.63%	82.70%	128.09%	0.00%
164	580001	东吴嘉禾优势	9月1日	1.6303	3.5479	1.91%	10.73%	37.46%	81.06%	62.43%	120.22%	132.70%	118.10%	76.31%	662.50%	128.72%	0.15%
165	501077	富国创新企业	9月1日	2.5995	2.5995	1.62%	4.71%	23.44%	38.73%	25.70%	120.15%	74.04%	60.99%	47.19%	159.95%	128.31%	0.15%
166	7355	汇添富科技创	9月1日	3.4604	3.4604	2.59%	7.72%	31.08%	61.48%	53.33%	119.65%	81.66%	71.95%	71.58%	246.04%	124.89%	0.15%
167	15152	东吴嘉禾优势	9月1日	1.609	1.609	1.91%	10.73%	37.42%	80.89%	62.10%	119.39%	130.91%	115.63%	75.87%	104.45%	127.87%	0.00%
168	15096	东财数字经济	9月1日	1.8836	1.8836	3.88%	16.36%	44.64%	110.88%	87.03%	119.28%	129.29%	89.76%	90.86%	88.36%	128.76%	0.15%
169	1322	东吴新趋势价	9月1日	3.2567	3.2567	2.24%	10.98%	38.84%	81.99%	63.52%	119.19%	137.58%	185.73%	77.68%	225.67%	127.60%	0.15%
170	519766	交银荣鑫灵活	9月1日	2.6901	2.7271	3.01%	11.79%	44.87%	97.86%	87.01%	118.99%	109.51%	100.76%	98.44%	176.45%	120.16%	0.08%
171	15849	富国创新企业	9月1日	2.5497	2.5497	1.62%	4.70%	23.38%	38.51%	25.30%	118.80%	72.01%	58.15%	46.59%	31.60%	126.92%	0.00%
172	19514	交银荣鑫灵活	9月1日	2.6842	2.6842	3.00%	11.79%	44.86%	97.82%	86.91%	118.76%	---	---	98.30%	109.87%	119.93%	0.00%
173	519674	银河创新成长	9月1日	8.8145	8.8145	1.42%	5.19%	33.21%	38.99%	29.96%	118.73%	87.73%	56.72%	40.73%	781.45%	126.81%	0.15%
174	501026	财通多策略福	9月1日	1.4183	1.4183	2.16%	10.25%	42.37%	85.86%	79.19%	118.50%	96.14%	55.04%	72.23%	41.83%	123.99%	0.15%
175	12456	鹏扬数字经济	9月1日	0.9601	0.9601	2.70%	5.63%	29.64%	52.06%	31.29%	118.35%	72.87%	23.09%	49.88%	-3.99%	125.64%	0.15%
176	6720	平安核心优势	9月1日	2.939	2.939	4.93%	1.26%	5.19%	32.42%	69.84%	118.33%	70.47%	47.67%	103.67%	193.90%	119.48%	0.15%
177	15289	格林高股息优	9月1日	1.8404	1.8404	0.32%	-1.57%	8.67%	22.34%	36.65%	118.24%	87.82%	---	64.31%	84.04%	123.08%	0.15%
178	519929	长信电子信息	9月1日	1.661	1.661	0.06%	6.47%	30.89%	57.29%	51.97%	117.98%	79.37%	53.09%	65.11%	66.10%	122.95%	0.15%
179	7356	汇添富科技创	9月1日	3.2886	3.2886	2.58%	7.70%	30.99%	61.15%	52.69%	117.80%	78.71%	67.86%	70.65%	228.86%	123.02%	0.00%
180	15097	东财数字经济	9月1日	1.8324	1.8324	3.88%	16.34%	44.55%	110.45%	86.28%	117.60%	125.75%	85.35%	89.85%	83.24%	127.04%	0.00%
181	12650	博时半导体主	9月1日	1.2003	1.2003	2.69%	5.22%	30.84%	43.70%	27.79%	117.56%	72.48%	56.43%	43.39%	20.03%	125.96%	0.15%
182	13153	长信电子信息	9月1日	1.635	1.635	0.12%	6.51%	30.90%	57.21%	51.81%	117.42%	78.10%	51.25%	64.65%	7.64%	122.15%	0.00%
183	14143	银河创新成长	9月1日	8.619	8.619	1.41%	5.18%	33.15%	38.78%	29.57%	117.42%	85.49%	53.93%	40.16%	0.54%	125.46%	0.00%
184	15290	格林高股息优	9月1日	1.8211	1.8211	0.31%	-1.58%	8.64%	22.21%	36.38%	117.26%	86.04%	---	63.81%	82.11%	122.09%	0.00%
185	9855	中加新兴成长	9月1日	1.8026	1.8026	4.28%	17.64%	46.98%	92.54%	61.83%	117.23%	73.48%	46.71%	76.10%	80.26%	123.32%	0.12%
186	320016	诺安多策略混	9月1日	3.086	3.086	1.31%	-2.96%	3.35%	23.49%	46.26%	117.17%	88.98%	64.59%	59.90%	208.60%	119.33%	0.15%
187	10646	融通价值趋势	9月1日	1.228	1.228	2.65%	9.89%	36.60%	65.95%	62.28%	116.92%	120.23%	56.77%	81.31%	22.80%	121.10%	0.15%
188	17	财通可持续混	9月1日	2.161	3.98	2.08%	9.47%	40.97%	84.43%	77.63%	116.74%	94.37%	53.16%	70.49%	479.08%	122.08%	0.15%
189	12457	鹏扬数字经济	9月1日	0.9299	0.9299	2.68%	5.61%	29.55%	51.75%	30.75%	116.61%	70.09%	20.16%	49.09%	-7.01%	123.86%	0.00%
190	6721	平安核心优势	9月1日	2.776	2.776	4.92%	1.24%	5.12%	32.14%	69.08%	116.59%	67.75%	44.19%	102.54%	177.60%	117.74%	0.00%
191	18287	信澳优势产业	9月1日	2.0015	2.0015	2.09%	6.65%	25.83%	72.63%	48.36%	116.43%	106.87%	---	62.29%	100.15%	121.92%	0.15%
192	9856	中加新兴成长	9月1日	1.7656	1.7656	4.28%	17.64%	46.94%	92.35%	61.51%	116.37%	72.09%	44.96%	75.63%	76.56%	122.42%	0.00%
193	12651	博时半导体主	9月1日	1.1711	1.1711	2.67%	5.21%	30.76%	43.46%	27.39%	116.23%	70.42%	53.65%	42.80%	17.11%	124.61%	0.00%
194	18227	瑞达先进制造	9月1日	1.7044	1.7044	0.66%	3.22%	18.54%	65.89%	60.72%	115.86%	71.87%	---	76.06%	70.44%	121.26%	0.00%
195	940	富国中小盘精	9月1日	4.819	4.819	2.18%	7.35%	35.33%	69.68%	70.77%	115.71%	85.99%	80.96%	85.13%	381.90%	120.05%	0.15%
196	11188	信澳星奕混合	9月1日	1.6634	1.6634	0.34%	-0.89%	8.81%	15.87%	26.15%	115.66%	70.96%	36.14%	48.04%	66.34%	121.02%	0.15%
197	2482	宝盈互联网沪	9月1日	3.258	3.258	2.49%	9.92%	31.27%	58.00%	53.10%	115.48%	61.85%	12.23%	62.01%	225.80%	124.23%	0.15%
198	100039	富国通胀通缩	9月1日	6.522	6.572	2.45%	8.61%	39.42%	75.56%	74.71%	115.46%	83.72%	75.84%	86.88%	580.10%	119.82%	0.15%
199	19864	浦银安盛高端	9月1日	2.0485	2.0485	0.07%	0.54%	12.83%	26.18%	11.79%	115.27%	---	---	52.75%	104.85%	120.43%	0.15%
200	10647	融通价值趋势	9月1日	1.1981	1.1981	2.66%	9.89%	36.55%	65.74%	61.88%	115.14%	117.32%	53.94%	80.74%	19.81%	119.31%	0.00%
201	18288	信澳优势产业	9月1日	1.9743	1.9743	2.09%	6.64%	25.78%	72.37%	47.91%	115.14%	104.40%	---	61.63%	97.43%	120.59%	0.00%
202	5117	金信价值精选	9月1日	1.9726	1.9726	2.83%	-1.42%	6.18%	32.52%	70.10%	114.44%	79.23%	64.36%	75.80%	97.26%	118.81%	0.08%
203	15690	富国中小盘精	9月1日	4.73	4.73	2.18%	7.35%	35.26%	69.41%	70.27%	114.42%	83.76%	77.82%	84.41%	86.81%	118.78%	0.00%
204	5118	金信价值精选	9月1日	1.6924	1.8685	2.83%	-1.43%	6.17%	32.50%	70.02%	114.23%	78.86%	63.87%	75.69%	98.18%	118.57%	0.00%
205	610001	信澳领先增长	9月1日	1.7868	2.3389	0.70%	4.51%	18.83%	29.46%	22.64%	114.19%	55.17%	25.50%	35.91%	169.79%	123.32%	0.15%
206	15692	富国通胀通缩	9月1日	6.402	6.402	2.43%	8.58%	39.33%	75.30%	74.25%	114.19%	81.57%	72.79%	86.16%	82.55%	118.57%	0.00%
207	11223	信澳星奕混合	9月1日	1.6033	1.6033	0.33%	-0.91%	8.74%	15.63%	25.62%	113.92%	68.24%	32.92%	47.24%	60.33%	119.27%	0.00%
208	19865	浦银安盛高端	9月1日	2.0288	2.0288	0.07%	0.54%	12.79%	26.04%	11.56%	113.56%	---	---	52.32%	102.88%	118.72%	0.00%
209	9023	鹏华稳健回报	9月1日	1.7184	1.7184	2.05%	3.84%	15.61%	43.73%	44.60%	113.49%	66.14%	41.51%	54.69%	71.84%	120.70%	0.15%
210	4263	华安沪港深机	9月1日	2.311	2.523	4.01%	0.13%	9.01%	31.01%	47.57%	113.39%	60.15%	26.15%	74.15%	168.39%	116.39%	0.15%
211	16075	华夏智造升级	9月1日	1.0741	1.0741	-0.59%	0.53%	14.27%	15.36%	13.76%	113.16%	41.22%	---	42.34%	7.41%	119.92%	0.15%
212	9048	浦银安盛科技	9月1日	1.7783	1.7783	2.55%	11.39%	35.08%	70.96%	44.18%	113.07%	95.44%	50.05%	57.41%	77.83%	120.50%	0.15%
213	2272	新华科技创新	9月1日	1.6541	1.6541	4.41%	14.66%	39.57%	80.78%	69.10%	112.99%	40.05%	-11.64%	70.39%	65.41%	120.58%	0.15%
214	15456	信澳领先增长	9月1日	1.7515	1.7515	0.70%	4.49%	18.77%	29.25%	22.27%	112.92%	53.33%	23.26%	35.36%	20.24%	122.02%	0.00%
215	11486	博时创新精选	9月1日	1.0383	1.0383	3.48%	8.84%	35.12%	70.05%	52.11%	112.81%	63.05%	33.73%	74.30%	3.83%	118.91%	0.15%
216	17511	鹏华稳健回报	9月1日	1.4512	1.4512	2.05%	3.84%	15.58%	43.60%	44.31%	112.72%	64.91%	---	54.28%	45.12%	119.91%	0.00%
217	50009	博时新兴成长	9月1日	1.558	6.415	1.83%	9.95%	38.00%	74.08%	54.56%	112.55%	61.45%	37.39%	66.45%	85.85%	119.13%	0.15%
218	2692	富国创新科技	9月1日	2.479	2.479	4.47%	16.49%	51.16%	113.52%	90.69%	112.43%	75.32%	54.36%	103.03%	147.90%	119.38%	0.15%
219	15079	永赢成长远航	9月1日	1.4629	1.4629	3.77%	12.38%	39.55%	81.32%	68.01%	112.26%	74.40%	46.06%	79.10%	46.29%	117.60%	0.15%
220	5903	宏利绩优混合	9月1日	2.2562	2.4972	4.65%	12.92%	38.07%	79.86%	53.07%	112.23%	81.09%	42.13%	71.64%	167.80%	116.73%	0.15%
221	14317	广发价值领航	9月1日	1.9613	1.9613	1.99%	-0.04%	10.67%	25.27%	35.12%	112.03%	80.58%	88.99%	59.79%	96.13%	115.50%	0.15%
222	16076	华夏智造升级	9月1日	1.0562	1.0562	-0.60%	0.51%	14.21%	15.18%	13.40%	111.88%	39.52%	---	41.77%	5.62%	118.58%	0.00%
223	580006	东吴新经济混	9月1日	1.3625	1.7525	1.68%	14.16%	44.04%	105.32%	82.98%	111.77%	45.33%	-15.36%	86.69%	88.81%	120.36%	0.15%
224	11487	博时创新精选	9月1日	1.0152	1.0152	3.48%	8.82%	35.05%	69.82%	51.73%	111.72%	61.40%	31.72%	73.69%	1.52%	117.81%	0.00%
225	50022	博时回报混合	9月1日	2.7538	3.6257	3.74%	8.95%	35.24%	68.40%	53.01%	111.65%	76.22%	54.92%	75.33%	434.50%	117.25%	0.15%
226	161903	万家行业优选	9月1日	1.4492	5.1674	0.48%	5.26%	23.50%	33.13%	23.44%	111.59%	41.61%	32.93%	60.58%	942.10%	118.68%	0.15%
227	15576	宏利绩优混合	9月1日	2.2276	2.4686	4.65%	12.91%	38.02%	79.69%	52.77%	111.41%	79.67%	40.47%	71.21%	53.81%	115.89%	0.00%
228	15856	格林碳中和主	9月1日	1.6049	1.6049	3.14%	5.77%	18.50%	41.36%	36.87%	111.37%	64.39%	---	60.15%	60.49%	117.70%	0.15%
229	11120	富国创新科技	9月1日	2.41	2.41	4.46%	16.48%	51.00%	113.09%	90.06%	111.22%	73.26%	51.57%	102.18%	-3.68%	118.10%	0.00%
230	257070	国联安优选行	9月1日	3.8574	4.1584	5.12%	18.08%	48.68%	102.85%	71.55%	111.10%	66.25%	22.73%	59.18%	375.28%	119.33%	0.15%
231	14318	广发价值领航	9月1日	1.9349	1.9349	1.98%	-0.05%	10.64%	25.14%	34.86%	111.05%	79.04%	86.62%	59.36%	93.49%	114.51%	0.00%
232	12617	东吴新经济混	9月1日	1.3411	1.3411	1.68%	14.15%	44.00%	105.09%	82.61%	110.93%	44.17%	-16.37%	86.21%	-17.63%	119.49%	0.00%
233	9707	工银新兴制造	9月1日	2.57	2.57	2.64%	3.96%	31.40%	44.46%	29.34%	110.78%	99.43%	94.70%	47.13%	157.00%	114.87%	0.15%
234	15080	永赢成长远航	9月1日	1.4236	1.4236	3.77%	12.36%	39.45%	80.96%	67.32%	110.56%	71.64%	42.60%	78.15%	42.36%	115.86%	0.00%
235	1184	易方达新常态	9月1日	1.019	1.019	3.35%	13.60%	44.33%	93.73%	78.15%	110.54%	72.71%	60.98%	80.99%	1.90%	114.53%	0.15%
236	15857	格林碳中和主	9月1日	1.5871	1.5871	3.14%	5.76%	18.47%	41.23%	36.61%	110.43%	63.01%	---	59.73%	58.71%	116.76%	0.00%
237	8528	华泰柏瑞质量	9月1日	1.6109	1.6109	2.85%	15.34%	47.67%	110.80%	107.30%	110.27%	74.51%	51.30%	111.07%	61.09%	109.07%	0.15%
238	200001	长城久恒灵活	9月1日	2.3203	3.7623	1.66%	5.82%	30.84%	51.04%	37.33%	110.10%	37.08%	6.26%	57.77%	602.10%	118.92%	0.12%
239	15043	西部利得时代	9月1日	1.511	1.511	1.00%	2.88%	31.21%	52.12%	42.16%	110.04%	79.82%	55.12%	59.15%	51.10%	112.76%	0.15%
240	8120	万家自主创新	9月1日	1.282	1.282	-0.99%	2.64%	18.74%	31.49%	22.63%	109.92%	23.55%	22.22%	48.64%	28.20%	117.88%	0.15%
241	9708	工银新兴制造	9月1日	2.5185	2.5185	2.63%	3.95%	31.35%	44.31%	29.08%	109.89%	97.79%	92.34%	46.70%	151.85%	113.98%	0.00%
242	1037	国投瑞银锐意	9月1日	1.4353	1.9383	1.95%	11.77%	45.86%	67.81%	44.37%	109.84%	88.61%	64.03%	56.06%	107.71%	115.83%	0.15%
243	7770	同泰开泰混合	9月1日	1.0509	1.0509	1.37%	0.04%	2.84%	7.17%	14.65%	109.84%	8.17%	-23.79%	40.85%	5.09%	115.13%	0.15%
244	13250	红土创新智能	9月1日	0.9388	0.9388	3.21%	11.66%	29.38%	54.28%	36.30%	109.74%	30.61%	2.50%	76.50%	-6.12%	113.02%	0.15%
245	11452	华泰柏瑞质量	9月1日	1.5843	1.5843	2.86%	15.33%	47.62%	110.59%	106.88%	109.70%	73.36%	49.69%	110.51%	-13.72%	108.49%	0.00%
246	1323	东吴移动互联	9月1日	5.5685	5.5685	1.96%	10.82%	38.55%	82.16%	62.54%	109.59%	125.89%	176.85%	73.98%	456.85%	117.77%	0.15%
247	18730	华夏招鑫鸿瑞	9月1日	1.9983	1.9983	1.50%	2.46%	17.59%	34.73%	41.03%	109.58%	---	---	50.68%	99.83%	112.07%	0.15%
248	1148	申万菱信多策	9月1日	2.314	2.517	0.17%	-1.15%	4.38%	13.38%	21.98%	109.41%	65.17%	51.34%	36.20%	180.35%	114.46%	0.07%
249	19189	华商品质价值	9月1日	1.7679	1.7679	1.13%	0.63%	10.85%	29.99%	31.45%	109.37%	---	---	45.11%	76.79%	115.70%	0.15%
250	15044	西部利得时代	9月1日	1.4914	1.4914	0.99%	2.87%	31.16%	51.97%	41.88%	109.20%	78.38%	53.26%	58.73%	49.14%	111.91%	0.00%
251	2170	东吴移动互联	9月1日	5.5112	5.5112	1.96%	10.82%	38.52%	82.07%	62.38%	109.15%	124.97%	175.20%	73.75%	445.12%	117.32%	0.00%
252	7771	同泰开泰混合	9月1日	1.0251	1.0251	1.36%	0.03%	2.81%	7.05%	14.41%	108.99%	7.31%	-24.70%	40.46%	2.51%	114.28%	0.00%
253	8121	万家自主创新	9月1日	1.2468	1.2468	-0.99%	2.63%	18.69%	31.31%	22.32%	108.88%	22.32%	20.41%	48.15%	24.68%	116.80%	0.00%
254	1724	申万菱信多策	9月1日	2.237	2.343	0.18%	-1.19%	4.34%	13.27%	21.84%	108.87%	64.36%	50.34%	35.99%	141.15%	113.86%	0.00%
255	390	华商优势行业	9月1日	1.894	4.274	3.22%	10.70%	40.30%	82.10%	78.65%	108.80%	84.82%	108.03%	84.82%	1192.39%	112.85%	0.15%
256	18216	长城久恒灵活	9月1日	2.2868	2.2868	1.66%	5.81%	30.78%	50.81%	36.92%	108.80%	35.43%	---	57.11%	6.95%	117.58%	0.00%
257	14319	德邦半导体产	9月1日	1.6901	1.6901	1.81%	5.81%	29.68%	58.78%	40.77%	108.71%	81.11%	105.23%	56.42%	69.01%	116.82%	0.15%
258	12223	信澳成长精选	9月1日	0.7787	0.7787	2.74%	7.07%	30.70%	62.36%	57.66%	108.60%	46.12%	-4.22%	69.39%	-22.13%	113.34%	0.15%
259	16780	国投瑞银锐意	9月1日	1.4097	1.4097	1.95%	11.76%	45.80%	67.56%	43.94%	108.54%	86.22%	---	55.46%	66.24%	114.57%	0.00%
260	9693	富国积极成长	9月1日	1.9461	1.9461	0.74%	0.36%	13.33%	31.68%	51.70%	108.34%	67.94%	48.82%	67.88%	94.61%	112.60%	0.15%
261	18731	华夏招鑫鸿瑞	9月1日	1.9791	1.9791	1.49%	2.45%	17.53%	34.53%	40.61%	108.33%	---	---	50.09%	97.91%	110.81%	0.00%
262	531	东吴阿尔法灵	9月1日	2.015	2.015	1.66%	13.94%	43.76%	106.26%	77.88%	108.14%	68.37%	25.73%	81.27%	101.50%	114.98%	0.15%
263	14320	德邦半导体产	9月1日	1.6658	1.6658	1.80%	5.80%	29.63%	58.62%	40.48%	107.86%	79.66%	102.78%	55.99%	66.58%	115.95%	0.00%
264	10377	广发价值核心	9月1日	0.9834	0.9834	0.43%	-1.67%	16.57%	27.81%	41.37%	107.64%	88.68%	61.19%	67.05%	-1.66%	111.62%	0.15%
265	3032	平安医疗健康	9月1日	3.0327	3.0327	4.72%	1.79%	4.96%	31.84%	63.18%	107.52%	99.47%	67.66%	95.13%	203.24%	109.28%	0.15%
266	1239	长盛国企改革	9月1日	0.608	0.608	3.75%	10.34%	32.17%	59.16%	49.02%	107.51%	64.32%	24.34%	58.33%	-39.20%	114.08%	0.15%
267	18985	信澳双创智选	9月1日	1.7381	1.7381	2.10%	6.85%	29.31%	48.52%	43.55%	107.41%	---	---	49.72%	73.81%	111.86%	0.15%
268	14581	东吴阿尔法灵	9月1日	2.0013	2.0013	1.66%	13.94%	43.72%	106.04%	77.51%	107.32%	67.04%	24.20%	80.79%	-8.47%	114.11%	0.00%
269	13721	信澳景气优选	9月1日	1.4484	1.4484	2.08%	6.88%	26.26%	71.88%	45.73%	107.06%	101.81%	69.19%	58.00%	44.84%	113.69%	0.15%
270	12224	信澳成长精选	9月1日	0.7542	0.7542	2.72%	7.04%	30.60%	62.02%	57.03%	106.91%	43.79%	-6.51%	68.46%	-24.58%	111.62%	0.00%
271	8657	景顺长城科技	9月1日	2.0211	2.2171	3.33%	10.83%	37.15%	69.37%	49.38%	106.85%	79.56%	68.18%	64.12%	138.39%	113.17%	0.15%
272	10378	广发价值核心	9月1日	0.9654	0.9654	0.43%	-1.67%	16.54%	27.68%	41.08%	106.81%	87.17%	59.25%	66.56%	-3.46%	110.79%	0.00%
273	3304	前海开源沪港	9月1日	4.962	4.992	0.45%	4.90%	27.75%	57.57%	69.06%	106.75%	79.39%	79.59%	80.04%	409.26%	110.61%	0.15%
274	3305	前海开源沪港	9月1日	4.913	4.943	0.45%	4.91%	27.74%	57.57%	69.01%	106.52%	78.98%	79.05%	79.90%	404.26%	110.32%	0.15%
275	20137	平安医疗健康	9月1日	3.0104	3.0104	4.72%	1.77%	4.92%	31.57%	62.68%	106.52%	---	---	94.45%	74.57%	108.27%	0.00%
276	15630	申万菱信乐融	9月1日	1.5181	1.5181	0.15%	0.16%	8.18%	3.12%	43.06%	106.32%	69.26%	54.84%	56.73%	51.81%	107.76%	0.15%
277	18986	信澳双创智选	9月1日	1.7182	1.7182	2.09%	6.85%	29.26%	48.30%	43.11%	106.09%	---	---	49.11%	71.82%	110.54%	0.00%
278	15683	景顺长城科技	9月1日	1.9948	2.1898	3.33%	10.82%	37.11%	69.21%	49.09%	105.93%	78.04%	66.11%	63.62%	80.30%	112.24%	0.00%
279	5689	中银医疗保健	9月1日	3.0197	3.4832	4.39%	2.46%	7.34%	24.50%	69.56%	105.73%	97.03%	78.66%	89.35%	289.22%	108.60%	0.15%
280	19190	华商品质价值	9月1日	1.7328	1.7328	1.12%	0.62%	10.79%	29.80%	31.06%	105.70%	---	---	44.54%	73.28%	111.94%	0.00%
281	15631	申万菱信乐融	9月1日	1.4989	1.4989	0.15%	0.15%	8.15%	3.00%	42.75%	105.53%	67.93%	53.00%	56.31%	49.89%	106.94%	0.00%
282	11371	华商远见价值	9月1日	0.7399	0.7399	1.20%	0.30%	10.91%	30.29%	28.45%	105.47%	45.39%	21.10%	39.60%	-26.01%	111.76%	0.15%
283	13722	信澳景气优选	9月1日	1.4063	1.4063	2.07%	6.86%	26.17%	71.52%	45.14%	105.42%	98.63%	65.19%	57.16%	40.63%	112.02%	0.00%
284	19119	财通资管产业	9月1日	1.9864	1.9864	2.87%	10.47%	36.24%	71.39%	51.56%	105.42%	---	---	63.15%	98.64%	111.16%	0.15%
285	9092	富国新材料新	9月1日	1.9713	1.9713	2.11%	7.24%	27.34%	36.68%	15.86%	105.09%	36.33%	34.37%	53.61%	97.13%	113.18%	0.15%
286	10159	中银医疗保健	9月1日	2.9614	3.3914	4.39%	2.45%	7.30%	24.37%	69.23%	104.93%	95.48%	76.58%	88.86%	35.21%	107.79%	0.00%
287	16067	鹏华新能源汽	9月1日	1.0002	1.0002	-0.33%	0.27%	16.34%	27.20%	15.56%	104.92%	57.54%	5.13%	42.62%	0.02%	111.95%	0.15%
288	11826	汇添富健康生	9月1日	1.7312	1.7312	4.81%	-0.03%	5.63%	32.53%	81.24%	104.66%	105.87%	98.58%	101.84%	73.12%	106.54%	0.15%
289	21957	红土创新智能	9月1日	0.9156	0.9156	3.21%	11.66%	29.34%	54.14%	36.01%	104.65%	---	---	75.87%	99.22%	107.85%	0.00%
290	19120	财通资管产业	9月1日	1.9728	1.9728	2.87%	10.46%	36.20%	71.22%	51.25%	104.58%	---	---	62.72%	97.28%	110.32%	0.00%
291	1198	东方惠新灵活	9月1日	1.3291	1.5593	1.15%	3.88%	20.79%	34.08%	25.17%	104.54%	75.02%	44.91%	34.46%	61.54%	112.59%	0.08%
292	11372	华商远见价值	9月1日	0.7157	0.7157	1.20%	0.29%	10.82%	29.99%	27.89%	104.54%	43.11%	18.28%	38.84%	-28.43%	110.81%	0.00%
293	610006	信澳产业升级	9月1日	2.331	2.801	3.00%	12.99%	44.96%	80.14%	54.17%	104.47%	32.44%	-12.53%	47.53%	233.15%	111.52%	0.15%
294	3670	国联物联网主	9月1日	2.082	2.082	0.82%	2.49%	17.59%	41.71%	44.17%	104.44%	65.72%	30.72%	46.84%	108.20%	112.30%	0.15%
295	969	前海开源大安	9月1日	3.128	3.128	3.23%	8.65%	33.28%	71.12%	58.86%	104.31%	93.80%	72.44%	69.26%	212.80%	105.25%	0.15%
296	9242	中加核心智造	9月1日	2.0581	2.1181	1.74%	13.93%	44.07%	89.88%	54.01%	104.28%	72.20%	66.26%	70.33%	115.93%	109.16%	0.15%
297	19820	鹏华远见精选	9月1日	1.8405	1.8405	4.76%	6.20%	18.12%	42.86%	62.04%	104.21%	---	---	82.43%	84.05%	105.39%	0.15%
298	15880	中欧小盘成长	9月1日	1.5644	1.5644	0.92%	-0.72%	10.75%	29.55%	42.36%	104.15%	61.26%	60.42%	51.69%	56.44%	107.70%	0.15%
299	19431	永赢睿信混合	9月1日	2.0642	2.0642	3.23%	4.97%	24.24%	61.72%	61.58%	103.97%	---	---	78.44%	106.42%	107.79%	0.15%
300	2163	东方惠新灵活	9月1日	1.3202	2.5641	1.14%	3.87%	20.76%	33.98%	24.97%	103.89%	74.05%	44.08%	34.18%	198.48%	111.94%	0.00%
301	14243	富国新材料新	9月1日	1.928	1.928	2.10%	7.23%	27.27%	36.47%	15.50%	103.85%	34.69%	31.96%	52.98%	16.56%	111.89%	0.00%
302	11827	汇添富健康生	9月1日	1.7008	1.7008	4.80%	-0.04%	5.59%	32.39%	80.88%	103.84%	104.25%	96.22%	101.30%	70.08%	105.71%	0.00%
303	519026	海富通中小盘	9月1日	2.1944	2.1944	1.63%	8.18%	30.70%	59.23%	46.62%	103.77%	68.67%	3.24%	52.22%	119.44%	109.15%	0.15%
304	16068	鹏华新能源汽	9月1日	0.9818	0.9818	-0.32%	0.27%	16.29%	27.01%	15.22%	103.69%	55.67%	3.25%	42.06%	-1.82%	110.69%	0.00%
305	9243	中加核心智造	9月1日	2.0142	2.0742	1.73%	13.92%	44.03%	89.68%	53.71%	103.54%	70.87%	64.29%	69.87%	111.43%	108.40%	0.00%
306	6881	华宝大健康混	9月1日	2.9756	2.9756	5.17%	0.49%	3.60%	34.67%	79.68%	103.49%	98.98%	78.43%	100.32%	197.56%	104.55%	0.15%
307	18358	华富数字经济	9月1日	1.4048	1.4048	4.04%	12.69%	28.33%	48.97%	37.97%	103.48%	49.54%	---	60.53%	40.48%	111.09%	0.15%
308	3413	华泰柏瑞新经	9月1日	1.7646	1.7646	1.01%	-1.65%	8.53%	22.26%	21.17%	103.27%	26.19%	16.46%	45.64%	76.46%	106.48%	0.15%
309	18082	光大产业新动	9月1日	1.807	1.807	1.12%	5.12%	30.09%	37.73%	28.80%	103.03%	75.61%	---	43.19%	65.78%	109.63%	0.00%
310	19821	鹏华远见精选	9月1日	1.8208	1.8208	4.76%	6.19%	18.07%	42.66%	61.52%	102.94%	---	---	81.63%	82.08%	104.13%	0.00%
311	15881	中欧小盘成长	9月1日	1.5349	1.5349	0.91%	-0.73%	10.69%	29.35%	41.92%	102.92%	59.34%	57.55%	51.09%	53.49%	106.47%	0.00%
312	12477	富国匠心精选	9月1日	1.2954	1.2954	2.78%	9.98%	42.29%	75.43%	72.77%	102.88%	71.49%	59.85%	85.51%	29.54%	106.73%	0.15%
313	19432	永赢睿信混合	9月1日	2.0428	2.0428	3.22%	4.96%	24.19%	61.49%	61.10%	102.74%	---	---	77.73%	104.28%	106.53%	0.00%
314	7718	中银创新医疗	9月1日	2.4015	2.457	4.58%	2.53%	9.67%	35.47%	72.53%	102.68%	91.28%	80.45%	99.58%	149.65%	103.69%	0.15%
315	18359	华富数字经济	9月1日	1.3925	1.3925	4.04%	12.68%	28.28%	48.82%	37.69%	102.66%	48.34%	---	60.09%	39.25%	110.25%	0.00%
316	17075	宝盈半导体产	9月1日	1.7417	1.7417	2.19%	2.18%	24.97%	38.22%	23.68%	102.62%	65.03%	---	31.74%	74.17%	108.36%	0.15%
317	11196	摩根优势成长	9月1日	0.8368	0.8368	4.64%	9.53%	31.16%	47.98%	35.82%	102.52%	57.50%	13.26%	58.57%	-16.32%	107.28%	0.15%
318	17828	富国时代精选	9月1日	1.8312	1.8312	3.92%	18.02%	50.05%	84.28%	79.65%	102.43%	103.06%	---	90.85%	83.12%	104.42%	0.15%
