序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
7037	17912	华夏稳进增益	9月1日	1.0821	1.0821	0.18%	-0.19%	1.63%	3.77%	3.18%	5.92%	8.29%	---	2.58%	8.21%	5.89%	0.08%
7038	590005	中邮核心主题	9月1日	1.918	2.078	-0.78%	-2.94%	-2.44%	-0.47%	8.67%	5.91%	7.93%	-19.17%	2.46%	121.58%	3.96%	0.15%
7039	11816	融通多元收益	9月1日	1.0121	1.0121	-0.04%	-0.20%	4.02%	7.67%	4.99%	5.90%	2.58%	-1.35%	2.18%	1.21%	5.70%	0.12%
7040	519759	交银周期回报	9月1日	1.2444	1.8614	0.07%	-0.18%	2.08%	4.40%	4.51%	5.89%	4.26%	4.11%	3.88%	78.77%	5.98%	0.00%
7041	4836	国联鑫价值混	9月1日	0.9971	0.9971	-0.03%	-0.54%	0.05%	1.29%	2.68%	5.88%	-2.83%	-4.59%	2.92%	-0.30%	7.02%	0.15%
7042	11242	东吴进取策略	9月1日	1.3126	1.3126	0.24%	-0.79%	5.85%	5.43%	3.40%	5.88%	-11.48%	-17.71%	-0.55%	-32.86%	7.94%	0.00%
7043	4005	东方民丰回报	9月1日	1.0159	1.0623	-0.27%	-1.49%	0.29%	0.05%	1.62%	5.87%	1.62%	1.69%	1.59%	6.21%	5.97%	0.06%
7044	11061	广发安悦回报	9月1日	1.2538	1.2675	0.19%	0.26%	1.84%	3.24%	3.51%	5.87%	8.31%	8.87%	3.52%	14.67%	5.88%	0.00%
7045	10863	鹏华安裕5个	9月1日	1.0953	1.1102	0.00%	-0.06%	1.58%	2.44%	2.95%	5.86%	7.46%	4.74%	2.99%	11.09%	5.86%	0.04%
7046	11588	前海开源成份	9月1日	0.6936	0.6936	0.23%	-1.39%	-0.14%	1.24%	6.45%	5.86%	0.30%	-10.83%	3.85%	-30.64%	6.69%	0.15%
7047	12829	富国浦诚回报	9月1日	0.9901	0.9901	0.73%	1.51%	4.18%	6.14%	4.57%	5.86%	3.14%	0.09%	5.06%	-0.99%	6.35%	0.00%
7048	13189	嘉实稳健添利	9月1日	1.0643	1.0643	0.37%	0.12%	1.42%	3.04%	4.10%	5.86%	3.65%	6.70%	3.61%	6.43%	5.87%	0.08%
7049	11872	中邮悦享6个	9月1日	1.101	1.101	-0.17%	-1.12%	-0.01%	1.35%	-1.85%	5.82%	9.87%	8.34%	-1.10%	10.10%	5.74%	0.10%
7050	3106	光大永鑫混合	9月1日	3.727	4.757	-0.11%	-0.90%	3.61%	6.58%	6.39%	5.79%	7.86%	10.24%	6.91%	389.63%	5.82%	0.00%
7051	1746	易方达瑞富灵	9月1日	1.462	1.602	0.27%	0.41%	1.18%	2.31%	3.91%	5.79%	10.09%	12.72%	2.45%	64.91%	5.87%	0.00%
7052	4837	国联鑫价值混	9月1日	0.9254	0.9254	-0.03%	-0.54%	0.04%	1.27%	2.63%	5.78%	-3.02%	-4.88%	2.86%	-7.47%	6.92%	0.00%
7053	11257	交银鸿光一年	9月1日	1.0578	1.0578	0.12%	-0.33%	1.61%	3.10%	3.50%	5.76%	6.48%	6.79%	3.90%	5.78%	5.94%	0.00%
7054	597	中海积极收益	9月1日	1.403	1.662	-0.14%	-0.36%	2.56%	4.31%	2.11%	5.73%	2.71%	-0.99%	1.74%	75.31%	6.05%	0.08%
7055	10850	海富通富利三	9月1日	1.0067	1.0067	0.03%	-0.08%	0.03%	0.43%	1.00%	5.73%	5.38%	0.96%	-0.09%	0.67%	5.90%	0.08%
7056	11538	长城优选添瑞	9月1日	1.0482	1.0482	0.13%	0.20%	2.21%	3.22%	3.11%	5.73%	5.31%	3.27%	3.07%	4.82%	5.74%	0.08%
7057	11727	工银聚瑞混合	9月1日	1.0853	1.0853	0.26%	0.21%	1.95%	2.57%	3.33%	5.71%	7.42%	10.97%	3.01%	8.53%	5.76%	0.06%
7058	2015	南方荣光A	9月1日	1.6592	1.6592	0.45%	0.67%	3.27%	3.53%	5.05%	5.70%	8.44%	9.01%	4.40%	65.92%	5.71%	0.15%
7059	17569	华夏稳茂增益	9月1日	1.0746	1.0746	0.10%	-0.53%	1.46%	3.61%	3.70%	5.69%	7.88%	---	3.53%	7.46%	5.69%	0.00%
7060	3105	光大永鑫混合	9月1日	3.742	4.777	-0.08%	-0.87%	3.63%	6.61%	6.46%	5.68%	7.80%	10.22%	6.98%	391.64%	5.71%	0.08%
7061	9691	国泰浩益混合	9月1日	1.1496	1.1496	0.17%	0.26%	0.85%	1.67%	2.47%	5.66%	5.29%	1.57%	1.87%	14.96%	5.53%	0.12%
7062	17220	永赢合嘉一年	9月1日	1.044	1.044	0.05%	-1.03%	0.41%	1.48%	1.69%	5.66%	2.62%	---	2.48%	4.40%	5.78%	0.08%
7063	2838	华夏新锦程混	9月1日	0.9493	1.2325	0.08%	0.15%	1.59%	2.17%	2.91%	5.64%	-5.94%	-10.40%	2.97%	21.43%	6.21%	0.15%
7064	2784	东方红价值精	9月1日	1.1501	1.4981	0.04%	0.08%	0.68%	1.83%	1.95%	5.63%	2.81%	1.31%	2.13%	51.82%	5.81%	0.00%
7065	3189	汇添富保鑫灵	9月1日	1.4894	1.4894	0.12%	0.25%	1.08%	2.08%	3.46%	5.62%	9.51%	8.72%	2.93%	48.94%	5.47%	0.06%
7066	4006	东方民丰回报	9月1日	1.0061	1.0373	-0.28%	-1.50%	0.26%	0.00%	1.50%	5.60%	1.06%	0.83%	1.43%	3.69%	5.69%	0.00%
7067	11558	天弘宁弘六个	9月1日	1.03	1.03	-0.01%	-0.03%	0.64%	1.85%	2.65%	5.60%	6.56%	4.79%	2.31%	3.00%	5.60%	0.08%
7068	18198	交银稳进丰利	9月1日	1.0212	1.0212	0.13%	0.21%	2.17%	3.55%	3.88%	5.60%	2.99%	---	3.19%	2.12%	5.98%	0.10%
7069	16678	贝莱德浦悦丰	9月1日	1.0596	1.0596	0.53%	0.82%	2.56%	3.76%	3.65%	5.60%	4.30%	---	3.51%	5.95%	5.71%	0.08%
7070	2016	南方荣光C	9月1日	1.6476	1.6476	0.45%	0.67%	3.27%	3.49%	4.99%	5.59%	8.18%	8.68%	4.32%	64.76%	5.60%	0.00%
7071	3692	大成景尚灵活	9月1日	1.2915	1.5023	0.11%	0.04%	0.72%	1.18%	2.15%	5.59%	9.02%	9.04%	2.14%	56.38%	5.38%	0.15%
7072	13190	国联景惠混合	9月1日	1.0691	1.0691	-0.01%	-0.15%	0.44%	1.14%	2.04%	5.59%	7.75%	7.19%	1.67%	6.91%	5.66%	0.05%
7073	9558	嘉实稳惠6个	9月1日	1.1124	1.1124	0.50%	0.37%	2.13%	3.70%	4.02%	5.58%	7.02%	6.19%	4.07%	11.24%	5.58%	0.10%
7074	13996	嘉实融惠混合	9月1日	1.0988	1.0988	0.30%	-0.06%	1.39%	3.32%	3.52%	5.57%	6.24%	7.25%	4.03%	9.88%	5.59%	0.00%
7075	11354	国联景盛一年	9月1日	1.0622	1.0622	-0.14%	-0.82%	0.15%	1.41%	1.89%	5.56%	6.96%	6.31%	1.91%	6.22%	5.66%	0.00%
7076	3502	金鹰鑫瑞混合	9月1日	1.3118	1.5168	0.44%	0.41%	0.81%	1.72%	1.84%	5.55%	7.77%	9.95%	3.58%	52.59%	5.77%	0.06%
7077	9494	大成尊享18	9月1日	1.1896	1.1896	0.08%	-0.08%	0.96%	1.82%	2.36%	5.55%	8.55%	5.71%	2.24%	18.96%	5.39%	0.00%
7078	12573	恒越乐享添利	9月1日	0.9986	0.9986	0.26%	-0.10%	2.26%	4.71%	5.67%	5.55%	6.09%	2.69%	5.09%	-0.14%	5.73%	0.00%
7079	2839	华夏新锦程混	9月1日	0.9464	0.9464	0.07%	0.15%	1.58%	2.14%	2.85%	5.53%	-6.11%	-10.65%	2.89%	11.47%	6.10%	0.00%
7080	11195	广发睿铭两年	9月1日	0.9128	0.9128	1.20%	-0.65%	6.84%	2.21%	-2.05%	5.53%	2.91%	-2.10%	-3.89%	-8.72%	6.90%	0.00%
7081	10465	鹏扬景创混合	9月1日	1.0953	1.0953	-0.05%	-0.05%	1.09%	1.83%	2.86%	5.52%	7.03%	6.10%	2.75%	9.53%	5.51%	0.10%
7082	17913	华夏稳进增益	9月1日	1.0732	1.0732	0.17%	-0.20%	1.60%	3.66%	2.97%	5.49%	7.42%	---	2.31%	7.32%	5.47%	0.00%
7083	11768	泰康合润混合	9月1日	1.0663	1.0663	-0.07%	-0.75%	1.04%	2.79%	2.40%	5.48%	4.73%	5.74%	2.08%	6.63%	5.69%	0.00%
7084	9333	博时恒裕持有	9月1日	0.9751	0.9751	0.29%	-0.07%	1.26%	1.36%	1.63%	5.47%	2.46%	1.11%	1.48%	-2.49%	5.85%	0.00%
7085	17575	华夏稳兴增益	9月1日	1.0815	1.0815	0.06%	-0.10%	0.78%	2.27%	3.05%	5.47%	8.12%	---	2.93%	8.15%	5.35%	0.10%
7086	3693	大成景尚灵活	9月1日	1.278	1.4888	0.11%	0.03%	0.71%	1.16%	2.10%	5.46%	8.78%	8.69%	2.07%	54.86%	5.25%	0.00%
7087	9536	汇添富稳健增	9月1日	1.1269	1.1269	0.03%	-0.08%	0.41%	0.90%	2.16%	5.45%	7.49%	9.43%	2.77%	12.68%	5.30%	0.08%
7088	10480	汇添富稳进双	9月1日	1.0166	1.0166	0.40%	-0.14%	0.57%	0.95%	1.86%	5.45%	6.80%	6.09%	2.06%	1.66%	5.54%	0.08%
7089	16654	鹏扬景泽一年	9月1日	1.0908	1.0908	-0.01%	-0.18%	0.56%	1.19%	2.34%	5.45%	8.83%	---	2.47%	9.08%	5.48%	0.10%
7090	1334	南方利鑫A	9月1日	1.5608	1.6376	0.16%	0.35%	1.23%	1.83%	2.28%	5.44%	4.47%	3.98%	1.62%	64.05%	5.62%	0.15%
7091	3503	金鹰鑫瑞混合	9月1日	1.4799	1.7019	0.44%	0.41%	0.81%	1.70%	1.79%	5.44%	7.54%	9.62%	3.50%	71.15%	5.67%	0.00%
7092	6700	红土创新稳健	9月1日	1.6137	1.6137	0.81%	-0.76%	0.76%	1.52%	5.38%	5.42%	12.40%	11.01%	3.03%	61.37%	5.31%	0.08%
7093	1303	银华稳利灵活	9月1日	1.178	1.178	0.13%	0.14%	2.55%	4.98%	5.64%	5.37%	-0.59%	-0.34%	4.63%	17.80%	5.94%	0.06%
7094	1285	易方达新鑫混	9月1日	1.5345	1.7275	0.07%	0.01%	0.95%	1.56%	2.57%	5.34%	9.18%	10.79%	1.75%	81.41%	5.30%	0.06%
7095	9692	国泰浩益混合	9月1日	1.1193	1.1193	0.17%	0.25%	0.83%	1.60%	2.31%	5.34%	4.42%	0.13%	1.65%	11.93%	5.21%	0.00%
7096	10851	海富通富利三	9月1日	0.9905	0.9905	0.02%	-0.09%	-0.01%	0.32%	0.79%	5.34%	4.57%	-0.21%	-0.36%	-0.95%	5.51%	0.00%
7097	1503	南方利鑫C	9月1日	1.5541	1.6309	0.16%	0.34%	1.22%	1.80%	2.23%	5.33%	4.30%	3.68%	1.55%	62.22%	5.52%	0.00%
7098	9822	鹏华招华一年	9月1日	1.1444	1.1444	-0.04%	-0.50%	0.38%	1.74%	2.29%	5.33%	6.64%	4.76%	2.08%	14.44%	5.35%	0.08%
7099	11539	长城优选添瑞	9月1日	1.0298	1.0298	0.14%	0.19%	2.18%	3.12%	2.91%	5.31%	4.47%	2.04%	2.79%	2.98%	5.32%	0.00%
7100	8119	鹏华金享混合	9月1日	1.3479	1.3479	0.04%	-0.28%	0.69%	2.43%	3.14%	5.29%	10.26%	6.90%	2.98%	34.79%	5.34%	0.08%
7101	10242	平安稳健增长	9月1日	0.8496	0.8496	0.19%	-0.06%	3.06%	4.14%	3.60%	5.29%	-0.02%	-5.76%	3.11%	-15.04%	5.58%	--
7102	9133	汇安嘉利混合	9月1日	1.0189	1.0189	0.02%	-0.15%	0.22%	0.74%	0.99%	5.28%	1.67%	-4.73%	1.42%	1.89%	5.35%	0.08%
7103	11728	工银聚瑞混合	9月1日	1.0584	1.0584	0.26%	0.20%	1.92%	2.47%	3.11%	5.28%	6.55%	9.64%	2.73%	5.84%	5.33%	0.00%
7104	11873	中邮悦享6个	9月1日	1.0792	1.0792	-0.18%	-1.14%	-0.06%	1.22%	-2.10%	5.28%	8.77%	6.71%	-1.43%	7.92%	5.21%	0.00%
7105	12479	汇安信泰稳健	9月1日	0.9095	0.9095	0.04%	0.00%	0.71%	1.00%	1.67%	5.28%	4.32%	-2.00%	1.59%	-9.05%	5.27%	0.10%
7106	9829	长城优选增强	9月1日	1.0672	1.0672	0.08%	0.39%	1.80%	2.75%	2.77%	5.26%	5.38%	3.87%	3.24%	6.72%	5.25%	0.08%
7107	1164	中欧琪和灵活	9月1日	1.3524	1.5809	0.03%	-0.01%	0.47%	1.71%	2.97%	5.25%	6.34%	6.64%	2.73%	64.58%	5.21%	0.10%
7108	5588	长安裕腾混合	9月1日	1.1894	1.1894	0.05%	-0.04%	1.27%	3.76%	4.64%	5.25%	5.88%	7.85%	4.54%	18.94%	5.27%	0.12%
7109	12607	汇添富保鑫灵	9月1日	1.4678	1.4678	0.12%	0.24%	1.05%	1.98%	3.27%	5.25%	8.73%	7.61%	2.69%	8.40%	5.11%	0.00%
7110	17221	永赢合嘉一年	9月1日	1.0329	1.0329	0.05%	-1.04%	0.38%	1.37%	1.48%	5.25%	1.80%	---	2.22%	3.29%	5.36%	0.00%
7111	18448	中欧琪和灵活	9月1日	1.352	1.352	0.03%	-0.01%	0.47%	1.72%	2.96%	5.25%	6.34%	---	2.73%	7.18%	5.21%	0.10%
7112	11516	嘉实浦盈一年	9月1日	1.0882	1.0882	0.55%	0.42%	1.59%	2.88%	3.77%	5.24%	7.38%	6.94%	3.80%	8.82%	5.23%	0.08%
7113	11945	汇添富稳健增	9月1日	1.1169	1.1169	0.03%	-0.08%	0.40%	0.86%	2.05%	5.24%	7.05%	8.77%	2.64%	7.21%	5.09%	0.00%
7114	1755	嘉实新思路混	9月1日	1.1636	1.5455	0.07%	-0.12%	0.15%	1.17%	1.79%	5.24%	12.10%	10.54%	1.78%	61.51%	5.19%	0.15%
7115	9031	工银聚和一年	9月1日	1.2752	1.2752	0.00%	0.02%	0.40%	1.84%	2.04%	5.23%	6.61%	11.11%	2.47%	27.52%	5.30%	0.12%
7116	279	华商红利优选	9月1日	0.746	2.303	0.00%	-1.32%	2.47%	4.78%	8.91%	5.22%	3.47%	-6.28%	5.07%	206.63%	4.92%	0.15%
7117	8480	永赢股息优选	9月1日	1.4316	1.4316	-0.27%	-2.07%	1.41%	2.88%	7.73%	5.22%	34.64%	23.54%	3.18%	43.16%	5.23%	0.15%
7118	6109	富荣价值精选	9月1日	0.5709	1.3131	0.14%	-1.25%	1.26%	3.13%	2.55%	5.20%	-33.79%	-43.81%	3.26%	-11.33%	4.83%	0.10%
7119	16679	贝莱德浦悦丰	9月1日	1.0479	1.0479	0.52%	0.80%	2.51%	3.64%	3.42%	5.19%	3.47%	---	3.22%	4.78%	5.30%	0.00%
7120	13191	国联景惠混合	9月1日	1.0532	1.0532	-0.01%	-0.17%	0.39%	1.02%	1.85%	5.18%	6.90%	5.92%	1.41%	5.32%	5.26%	0.00%
7121	3062	银华通利混合	9月1日	1.3802	1.3802	0.10%	0.05%	1.14%	2.50%	1.84%	5.17%	4.49%	0.23%	1.72%	38.02%	5.42%	0.10%
7122	10817	国联安鑫稳3	9月1日	1.0711	1.0711	-0.02%	-0.19%	0.37%	0.79%	0.57%	5.17%	5.91%	7.26%	-0.07%	7.11%	5.37%	0.08%
7123	11559	天弘宁弘六个	9月1日	1.0142	1.0142	-0.02%	-0.04%	0.60%	1.74%	2.43%	5.17%	5.71%	3.54%	2.03%	1.42%	5.17%	0.00%
7124	9559	嘉实稳惠6个	9月1日	1.0913	1.0913	0.49%	0.35%	2.09%	3.59%	3.80%	5.15%	6.16%	4.91%	3.79%	9.13%	5.16%	0.00%
7125	1286	易方达新鑫混	9月1日	1.5015	1.6845	0.07%	0.01%	0.93%	1.51%	2.46%	5.13%	8.74%	10.08%	1.62%	76.06%	5.09%	0.00%
7126	14678	永赢添添悦6	9月1日	1.1227	1.1227	-0.01%	-0.36%	0.21%	1.13%	1.60%	5.13%	11.18%	11.74%	1.66%	12.27%	5.11%	0.06%
7127	11050	天弘裕新混合	9月1日	1.0676	1.0676	0.01%	-0.07%	0.03%	0.81%	1.21%	5.12%	7.04%	3.96%	1.29%	6.76%	5.16%	0.10%
7128	13540	汇添富稳健睿	9月1日	1.0369	1.0369	0.34%	-0.13%	0.57%	1.33%	2.29%	5.12%	5.58%	3.30%	2.30%	3.69%	5.11%	0.10%
7129	17077	华泰紫金景泓	9月1日	1.0899	1.0899	0.09%	0.01%	1.00%	1.83%	2.40%	5.12%	7.83%	---	2.22%	8.99%	5.07%	0.10%
7130	2197	国泰鑫策略价	9月1日	1.4377	1.4377	0.01%	0.04%	-0.17%	0.36%	1.67%	5.11%	1.42%	-3.86%	2.44%	43.77%	5.33%	0.06%
7131	12135	鹏华安裕5个	9月1日	1.0472	1.0914	0.00%	-0.06%	0.87%	1.73%	2.23%	5.11%	6.69%	3.78%	2.27%	9.33%	5.10%	0.00%
7132	10466	鹏扬景创混合	9月1日	1.0745	1.0745	-0.05%	-0.06%	1.05%	1.72%	2.66%	5.09%	6.17%	4.82%	2.47%	7.45%	5.09%	0.00%
7133	519768	交银优选回报	9月1日	1.4918	1.5518	0.15%	0.26%	1.56%	2.49%	2.87%	5.06%	3.38%	3.31%	2.39%	57.75%	5.13%	--
7134	17576	华夏稳兴增益	9月1日	1.0722	1.0722	0.06%	-0.11%	0.75%	2.16%	2.84%	5.06%	7.25%	---	2.65%	7.22%	4.93%	0.00%
7135	5592	长安裕腾混合	9月1日	1.1642	1.1642	0.05%	-0.04%	1.25%	3.71%	4.53%	5.04%	5.47%	7.21%	4.41%	16.42%	5.06%	0.00%
7136	11397	招商瑞和1年	9月1日	1.1479	1.1479	0.03%	0.10%	0.86%	2.51%	2.92%	5.04%	7.09%	8.38%	3.18%	14.79%	5.18%	0.10%
7137	14892	永赢添添欣1	9月1日	1.135	1.135	0.10%	-0.01%	1.27%	2.07%	2.47%	5.04%	8.73%	11.47%	2.22%	13.50%	5.03%	0.06%
7138	2323	银华稳利灵活	9月1日	1.1794	1.1794	0.12%	0.14%	2.53%	4.89%	5.48%	5.02%	-1.22%	-1.39%	4.42%	16.31%	5.68%	0.00%
7139	8481	永赢股息优选	9月1日	1.4167	1.4167	-0.27%	-2.07%	1.40%	2.83%	7.63%	5.02%	34.12%	22.83%	3.05%	41.67%	5.03%	0.00%
7140	16655	鹏扬景泽一年	9月1日	1.0807	1.0807	-0.02%	-0.19%	0.52%	1.08%	2.12%	5.01%	7.94%	---	2.18%	8.07%	5.05%	0.00%
7141	11249	嘉实稳裕混合	9月1日	1.1744	1.1744	0.20%	0.38%	1.64%	2.42%	3.13%	5.00%	13.32%	14.60%	2.97%	17.44%	4.96%	0.08%
7142	1228	国联安鑫享灵	9月1日	1.2105	1.3645	0.02%	-0.12%	0.72%	1.33%	0.51%	4.97%	4.04%	1.57%	0.99%	39.54%	5.16%	0.15%
7143	18199	交银稳进丰利	9月1日	1.0078	1.0078	0.13%	0.19%	2.12%	3.40%	3.57%	4.97%	1.76%	---	2.77%	0.78%	5.34%	0.00%
7144	11798	华安宁享6个	9月1日	0.9948	0.9948	0.05%	0.30%	1.19%	2.28%	3.12%	4.94%	2.36%	-1.46%	1.42%	-0.52%	4.82%	0.08%
7145	11552	鹏华民丰盈和	9月1日	1.1097	1.1097	-0.05%	-0.54%	0.51%	1.92%	2.41%	4.93%	6.62%	4.46%	2.30%	10.97%	4.95%	0.08%
7146	6110	富荣价值精选	9月1日	0.4264	0.4264	0.14%	-1.25%	1.26%	3.04%	2.40%	4.90%	-34.19%	-44.31%	3.04%	-57.36%	4.54%	0.00%
7147	9823	鹏华招华一年	9月1日	1.1215	1.1215	-0.05%	-0.51%	0.34%	1.63%	2.08%	4.89%	5.78%	3.50%	1.80%	12.15%	4.92%	0.00%
7148	3063	银华通利混合	9月1日	1.3292	1.3292	0.10%	0.04%	1.11%	2.42%	1.68%	4.86%	3.86%	-0.67%	1.52%	32.92%	5.09%	0.00%
7149	5523	泰康颐年混合	9月1日	1.3727	1.3727	-0.02%	-0.41%	0.83%	1.52%	2.00%	4.86%	6.38%	9.05%	2.30%	37.27%	4.83%	0.12%
7150	9134	汇安嘉利混合	9月1日	0.9972	0.9972	0.01%	-0.16%	0.18%	0.64%	0.79%	4.86%	0.85%	-5.87%	1.15%	-0.28%	4.92%	0.00%
7151	11395	博时恒元6个	9月1日	0.9256	0.9256	0.11%	-0.24%	1.13%	1.29%	-0.15%	4.86%	0.03%	-6.36%	0.23%	-7.44%	4.85%	0.08%
7152	12480	汇安信泰稳健	9月1日	0.8957	0.8957	0.03%	-0.01%	0.67%	0.90%	1.45%	4.86%	3.49%	-3.18%	1.31%	-10.43%	4.85%	0.00%
7153	519769	交银优选回报	9月1日	1.4646	1.5246	0.15%	0.25%	1.54%	2.44%	2.76%	4.84%	3.00%	2.71%	2.21%	54.91%	4.91%	0.00%
7154	9830	长城优选增强	9月1日	1.0468	1.0468	0.10%	0.38%	1.77%	2.65%	2.57%	4.84%	4.54%	2.64%	2.97%	4.68%	4.84%	0.00%
7155	9820	嘉实浦惠6个	9月1日	1.1355	1.1355	0.26%	0.15%	1.65%	3.14%	3.42%	4.83%	5.95%	5.67%	3.15%	13.55%	4.78%	0.08%
7156	14679	永赢添添悦6	9月1日	1.1125	1.1125	-0.01%	-0.36%	0.18%	1.05%	1.44%	4.83%	10.54%	10.76%	1.45%	11.25%	4.82%	0.00%
7157	5906	招商丰茂灵活	9月1日	1.3079	1.3079	0.11%	-0.36%	0.79%	1.77%	3.14%	4.82%	7.62%	8.86%	2.27%	30.79%	4.84%	0.10%
7158	11517	嘉实浦盈一年	9月1日	1.0686	1.0686	0.54%	0.40%	1.54%	2.77%	3.55%	4.82%	6.52%	5.66%	3.52%	6.86%	4.81%	0.00%
7159	20354	农银瑞益一年	9月1日	1.0626	1.0626	0.11%	-0.31%	0.97%	2.56%	2.90%	4.82%	---	---	2.75%	6.26%	4.78%	0.08%
7160	21820	嘉实新思路混	9月1日	1.1584	1.1584	0.06%	-0.14%	0.10%	1.06%	1.59%	4.82%	---	---	1.51%	8.31%	4.79%	0.00%
7161	2186	国联安鑫享灵	9月1日	1.1914	1.7454	0.01%	-0.13%	0.71%	1.29%	0.41%	4.81%	3.78%	1.22%	0.88%	80.84%	5.01%	0.00%
7162	2639	天弘价值精选	9月1日	1.596	1.596	0.14%	0.13%	1.04%	2.12%	2.66%	4.81%	8.30%	6.98%	2.26%	59.60%	4.86%	0.10%
7163	11044	中银顺泽回报	9月1日	0.9363	0.9363	0.22%	-0.16%	0.97%	2.34%	2.51%	4.81%	3.77%	-0.51%	1.93%	-6.37%	4.70%	0.12%
7164	11051	天弘裕新混合	9月1日	1.0548	1.0548	0.00%	-0.09%	0.00%	0.73%	1.05%	4.80%	6.38%	3.02%	1.07%	5.48%	4.84%	0.00%
7165	12054	鹏华安康一年	9月1日	1.0502	1.0502	-0.04%	-0.51%	0.46%	1.84%	2.27%	4.78%	6.72%	4.63%	1.99%	5.02%	4.79%	0.08%
7166	10058	天弘荣创一年	9月1日	1.1128	1.1128	0.01%	0.03%	-0.05%	0.47%	1.54%	4.77%	4.70%	3.40%	1.17%	11.28%	4.66%	0.06%
7167	11992	汇安泓利一年	9月1日	0.9498	0.9498	0.05%	-0.08%	0.22%	0.88%	1.20%	4.77%	3.60%	-1.75%	1.58%	-5.02%	4.80%	0.00%
7168	10919	鹏华招润一年	9月1日	1.0599	1.0599	-0.06%	-0.53%	0.39%	1.68%	1.84%	4.77%	6.07%	2.72%	1.82%	5.99%	4.79%	0.10%
7169	1359	国联安添鑫灵	9月1日	1.1767	1.6857	-0.05%	-0.11%	0.51%	0.84%	0.88%	4.75%	-5.16%	-15.47%	1.73%	67.56%	4.86%	0.08%
7170	10818	国联安鑫稳3	9月1日	1.0532	1.0532	-0.02%	-0.19%	0.34%	0.69%	0.37%	4.74%	5.07%	5.98%	-0.33%	5.32%	4.95%	0.00%
7171	9621	中欧心益稳健	9月1日	1.2084	1.2084	0.08%	-0.19%	0.34%	1.02%	1.57%	4.73%	8.97%	8.83%	1.89%	20.84%	4.84%	0.04%
7172	1165	中欧琪和灵活	9月1日	1.306	1.4399	0.03%	-0.02%	0.43%	1.59%	2.71%	4.72%	5.28%	5.04%	2.39%	47.38%	4.69%	0.00%
7173	17078	华泰紫金景泓	9月1日	1.0781	1.0781	0.09%	0.01%	0.97%	1.73%	2.19%	4.71%	6.96%	---	1.95%	7.81%	4.66%	0.00%
7174	11250	嘉实稳裕混合	9月1日	1.1562	1.1562	0.21%	0.37%	1.63%	2.35%	2.98%	4.70%	12.88%	13.71%	2.76%	15.62%	4.65%	0.00%
7175	12460	汇添富稳健睿	9月1日	1.0208	1.0208	0.33%	-0.15%	0.53%	1.22%	2.08%	4.69%	4.73%	2.05%	2.02%	2.08%	4.68%	0.00%
7176	4734	中欧瑾灵灵活	9月1日	1.3229	1.3229	-0.02%	-0.32%	0.22%	0.76%	0.93%	4.68%	1.86%	-3.63%	1.33%	32.28%	4.64%	0.15%
7177	13694	弘毅远方久盈	9月1日	1.0199	1.0199	0.02%	0.42%	1.59%	1.99%	3.17%	4.66%	3.48%	2.98%	2.81%	1.99%	4.86%	0.10%
7178	1654	国联安添鑫灵	9月1日	1.1272	1.6372	-0.06%	-0.12%	0.50%	0.80%	0.83%	4.65%	-5.43%	-15.79%	1.65%	63.69%	4.75%	0.04%
7179	6701	红土创新稳健	9月1日	1.5476	1.5476	0.80%	-0.76%	0.68%	1.33%	5.01%	4.65%	10.93%	8.83%	2.56%	54.76%	4.55%	0.00%
7180	10243	平安稳健增长	9月1日	0.8262	0.8262	0.18%	-0.07%	3.00%	3.98%	3.28%	4.65%	-1.22%	-7.45%	2.68%	-17.38%	4.94%	0.00%
7181	11398	招商瑞和1年	9月1日	1.1277	1.1277	0.04%	0.11%	0.83%	2.41%	2.71%	4.63%	6.24%	7.09%	2.91%	12.77%	4.77%	0.00%
7182	190	中银新回报灵	9月1日	1.793	2.113	0.11%	0.11%	1.36%	2.22%	3.34%	4.61%	8.73%	5.41%	2.57%	128.80%	4.49%	0.12%
7183	14893	永赢添添欣1	9月1日	1.1189	1.1189	0.09%	-0.02%	1.23%	1.96%	2.27%	4.61%	7.85%	10.13%	1.95%	11.89%	4.62%	0.00%
7184	19216	天弘价值精选	9月1日	1.5969	1.5969	0.13%	0.12%	1.02%	2.06%	2.56%	4.61%	8.36%	---	2.12%	8.75%	4.64%	0.00%
7185	11553	鹏华民丰盈和	9月1日	1.095	1.095	-0.06%	-0.54%	0.48%	1.83%	2.24%	4.60%	5.97%	3.52%	2.10%	9.50%	4.62%	0.00%
7186	1314	易方达新益混	9月1日	2.3397	2.4257	0.15%	0.16%	1.46%	2.28%	3.28%	4.59%	8.87%	6.21%	1.90%	143.24%	4.54%	0.06%
7187	3142	鹏华弘达混合	9月1日	2.4103	2.4703	0.27%	0.48%	2.75%	3.04%	3.73%	4.59%	7.52%	-11.45%	2.76%	147.17%	4.45%	0.15%
7188	673120	西部利得新富	9月1日	1.049	1.338	0.00%	-0.66%	4.27%	-2.60%	-2.42%	4.59%	-18.76%	-26.93%	-4.72%	28.60%	5.64%	0.12%
7189	9032	工银聚和一年	9月1日	1.235	1.235	-0.01%	0.00%	0.35%	1.69%	1.73%	4.59%	5.33%	9.12%	2.06%	23.50%	4.67%	0.00%
